name,image,url,type,size,offers
Corsair Vengeance 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (CML16GX3M2A1600C10R),https://m.media-amazon.com/images/I/41n8FQH0c5L.jpg,https://pcpartpicker.com/product/qR7wrH/corsair-memory-cml16gx3m2a1600c10r,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
Corsair Vengeance 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (CMZ16GX3M2A1600C10),https://m.media-amazon.com/images/I/51epHDwf7lL.jpg,https://pcpartpicker.com/product/qdkD4D/corsair-memory-cmz16gx3m2a1600c10,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
Corsair Vengeance 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (CMZ16GX3M2A1600C10B),https://cdna.pcpartpicker.com/static/forever/images/product/3b4259c1175ba45378addb5bef73b905.256p.jpg,https://pcpartpicker.com/product/ryh9TW/corsair-memory-cmz16gx3m2a1600c10b,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
Corsair Vengeance 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (CMZ16GX3M2A1600C10R),https://m.media-amazon.com/images/I/612o8BItEnL.jpg,https://pcpartpicker.com/product/rYsKHx/corsair-memory-cmz16gx3m2a1600c10r,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
Corsair Vengeance 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (CMZ16GX3M2A1600C9),https://cdna.pcpartpicker.com/static/forever/images/product/a9e3167c32d0e44bd0dddcf7fcd9c356.256p.jpg,https://pcpartpicker.com/product/hPCwrH/corsair-memory-cmz16gx3m2a1600c9,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
Corsair Vengeance 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (CMZ16GX3M2A1600C9G),https://cdna.pcpartpicker.com/static/forever/images/product/2d8289c7091ef961fcf4f7c1b8bd2580.256p.jpg,https://pcpartpicker.com/product/mrNp99/corsair-memory-cmz16gx3m2a1600c9g,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
Corsair Vengeance 16 GB (4 x 4 GB) DDR3-1600 CL9 Memory (CML16GX3M4A1600C9),https://cdna.pcpartpicker.com/static/forever/images/product/4ae9fe737298d1d70d624ea70bd5049d.256p.jpg,https://pcpartpicker.com/product/BnR48d/corsair-memory-cml16gx3m4a1600c9,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
Corsair Vengeance 16 GB (4 x 4 GB) DDR3-1600 CL9 Memory (CML16GX3M4A1600C9B),https://cdna.pcpartpicker.com/static/forever/images/product/9aa454653c13ca682e3b143fd58ca3e7.256p.jpg,https://pcpartpicker.com/product/TcDwrH/corsair-memory-cml16gx3m4a1600c9b,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
Corsair Vengeance 16 GB (4 x 4 GB) DDR3-1600 CL9 Memory (CMZ16GX3M4A1600C9B),https://cdna.pcpartpicker.com/static/forever/images/product/2cd4475b3213faf4c95bcdce231fb76f.256p.jpg,https://pcpartpicker.com/product/VcDwrH/corsair-memory-cmz16gx3m4a1600c9b,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
Corsair Vengeance 8 GB (1 x 8 GB) DDR3-1600 CL10 Memory (CMZ8GX3M1A1600C10),https://images-na.ssl-images-amazon.com/images/I/41sEUP%2B6A7L.jpg,https://pcpartpicker.com/product/bYjG3C/corsair-vengeance-8-gb-1-x-8-gb-ddr3-1600-cl10-memory-cmz8gx3m1a1600c10,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""77"", ""url"": ""https://www.gputracker.eu/si-click/11/1874040/corsair-vengeance-low-profile-8-go-2x-4-go-ddr3-16""}]"
Corsair Vengeance 8 GB (1 x 8 GB) DDR3-1600 CL9 Memory (CMZ8GX3M1A1600C9),https://cdna.pcpartpicker.com/static/forever/images/product/0d796cd85fe341e672bfe71351c31b66.256p.jpg,https://pcpartpicker.com/product/XsTmP6/corsair-memory-cmz8gx3m1a1600c9,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""77"", ""url"": ""https://www.gputracker.eu/si-click/11/1874040/corsair-vengeance-low-profile-8-go-2x-4-go-ddr3-16""}]"
Corsair Vengeance 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (CML8GX3M2A1600C9),https://cdna.pcpartpicker.com/static/forever/images/product/2251be48912f5fabd564bd18d392bdee.256p.jpg,https://pcpartpicker.com/product/vtDwrH/corsair-memory-cml8gx3m2a1600c9,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""77"", ""url"": ""https://www.gputracker.eu/si-click/11/1874040/corsair-vengeance-low-profile-8-go-2x-4-go-ddr3-16""}]"
Corsair Vengeance 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (CML8GX3M2A1600C9B),https://cdna.pcpartpicker.com/static/forever/images/product/ac0fb6cbd146a331345b9bef1cc69459.256p.jpg,https://pcpartpicker.com/product/YFDwrH/corsair-memory-cml8gx3m2a1600c9b,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""77"", ""url"": ""https://www.gputracker.eu/si-click/11/1874040/corsair-vengeance-low-profile-8-go-2x-4-go-ddr3-16""}]"
Corsair Vengeance 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (CMZ8GX3M2A1600C9),https://cdna.pcpartpicker.com/static/forever/images/product/44d03f8a573c01b34f74ee7497b17171.256p.jpg,https://pcpartpicker.com/product/KK9KHx/corsair-memory-cmz8gx3m2a1600c9,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""77"", ""url"": ""https://www.gputracker.eu/si-click/11/1874040/corsair-vengeance-low-profile-8-go-2x-4-go-ddr3-16""}]"
Corsair Vengeance 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (CMZ8GX3M2A1600C9B),https://cdna.pcpartpicker.com/static/forever/images/product/161d9b0027525a5ca803796d3b3748be.256p.jpg,https://pcpartpicker.com/product/6hzv6h/corsair-memory-cmz8gx3m2a1600c9b,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""77"", ""url"": ""https://www.gputracker.eu/si-click/11/1874040/corsair-vengeance-low-profile-8-go-2x-4-go-ddr3-16""}]"
Corsair Vengeance 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (CMZ8GX3M2A1600C9R),https://cdna.pcpartpicker.com/static/forever/images/product/2b6f3eda4d53f1f565a3e6d17688a684.256p.jpg,https://pcpartpicker.com/product/PTkD4D/corsair-memory-cmz8gx3m2a1600c9r,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""77"", ""url"": ""https://www.gputracker.eu/si-click/11/1874040/corsair-vengeance-low-profile-8-go-2x-4-go-ddr3-16""}]"
Corsair Vengeance LP 16 GB (2 x 8 GB) DDR3-1600 CL10 Memory (CML16GX3M2A1600C10),https://cdna.pcpartpicker.com/static/forever/images/product/a63d7d3f0bfa8f1ceaaa907b48423c98.256p.jpg,https://pcpartpicker.com/product/NdkD4D/corsair-memory-cml16gx3m2a1600c10,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
Corsair Vengeance LP 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (CML16GX3M2A1600C9),https://cdna.pcpartpicker.com/static/forever/images/product/6e35aac558482e3bc2b44de79a026d57.256p.jpg,https://pcpartpicker.com/product/TpCwrH/corsair-memory-cml16gx3m2a1600c9,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
Corsair Vengeance LP 8 GB (1 x 8 GB) DDR3-1600 CL10 Memory (CML8GX3M1A1600C10),https://cdna.pcpartpicker.com/static/forever/images/product/ea8cafac29ca17bc637f798ba4a37d46.256p.jpg,https://pcpartpicker.com/product/tKw323/corsair-vengeance-lp-8-gb-1-x-8-gb-ddr3-1600-cl10-memory-cml8gx3m1a1600c10,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""77"", ""url"": ""https://www.gputracker.eu/si-click/11/1874040/corsair-vengeance-low-profile-8-go-2x-4-go-ddr3-16""}]"
Corsair Vengeance LP 8 GB (1 x 8 GB) DDR3-1600 CL10 Memory (CML8GX3M1A1600C10B),https://cdna.pcpartpicker.com/static/forever/images/product/3ffde0f63fd7fccf2b94692d5bb2c1a5.256p.jpg,https://pcpartpicker.com/product/2QkD4D/corsair-vengeance-lp-8-gb-1-x-8-gb-ddr3-1600-cl10-memory-cml8gx3m1a1600c10b,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""77"", ""url"": ""https://www.gputracker.eu/si-click/11/1874040/corsair-vengeance-low-profile-8-go-2x-4-go-ddr3-16""}]"
Corsair Vengeance LP 8 GB (2 x 4 GB) DDR3-1600 CL11 Memory (CML8GX3M2B1600C11),https://cdna.pcpartpicker.com/static/forever/images/product/88559510798c9d5be9f46b78f8c54ec4.256p.jpg,https://pcpartpicker.com/product/4KqhP6/corsair-vengeance-lp-8gb-2-x-4gb-ddr3-1600-memory-cml8gx3m2b1600c11,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""77"", ""url"": ""https://www.gputracker.eu/si-click/11/1874040/corsair-vengeance-low-profile-8-go-2x-4-go-ddr3-16""}]"
Corsair Vengeance LP 8 GB (2 x 4 GB) DDR3-1600 CL11 Memory (CML8GX3M2C1600C9R),https://images-na.ssl-images-amazon.com/images/I/41kkzKCM6pL.jpg,https://pcpartpicker.com/product/jK4NnQ/corsair-memory-cml8gx3m2c1600c9r,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""77"", ""url"": ""https://www.gputracker.eu/si-click/11/1874040/corsair-vengeance-low-profile-8-go-2x-4-go-ddr3-16""}]"
Corsair Vengeance Pro 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (CMY16GX3M2A1600C9),https://cdna.pcpartpicker.com/static/forever/images/product/7566185af54780877e667c65665d7f43.256p.jpg,https://pcpartpicker.com/product/CQphP6/corsair-memory-cmy16gx3m2a1600c9,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
Corsair Vengeance Pro 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (CMY16GX3M2A1600C9R),https://cdna.pcpartpicker.com/static/forever/images/product/d69bd5f987f43a7a8476f464eedc278d.256p.jpg,https://pcpartpicker.com/product/7x7wrH/corsair-memory-cmy16gx3m2a1600c9r,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""119"", ""url"": ""https://www.gputracker.eu/si-click/11/1874192/corsair-vengeance-series-16-go-2-x-8-go-ddr3-1600-""}]"
G.Skill Aegis 16 GB (2 x 8 GB) DDR3-1600 CL11 Memory (F3-1600C11D-16GIS),https://m.media-amazon.com/images/I/51jcFPwHJXL.jpg,https://pcpartpicker.com/product/DVJwrH/gskill-aegis-16-gb-2-x-8-gb-ddr3-1600-cl11-memory-f3-1600c11d-16gis,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""43"", ""url"": ""https://www.gputracker.eu/si-click/11/1874014/g-skill-aegis-series-16-go-2-x-8-go-ddr3-1600-mhz-""}]"
G.Skill Aegis 8 GB (1 x 8 GB) DDR3-1600 CL11 Memory (F3-1600C11S-8GIS),https://m.media-amazon.com/images/I/41CCe2K0CpL.jpg,https://pcpartpicker.com/product/CPjG3C/gskill-aegis-8-gb-1-x-8-gb-ddr3-1600-cl11-memory-f3-1600c11s-8gis,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""22"", ""url"": ""https://www.gputracker.eu/si-click/11/1873875/g-skill-aegis-series-8-go-ddr3-1600-mhz-cl11""}, {""retailer"": ""ldlc.com"", ""price"": ""29"", ""url"": ""https://www.gputracker.eu/si-click/11/1951582/g-skill-aegis-series-8-go-2-x-4-go-ddr3-1600-mhz-c""}]"
G.Skill Aegis 8 GB (2 x 4 GB) DDR3-1600 CL11 Memory (F3-1600C11D-8GIS),https://cdna.pcpartpicker.com/static/forever/images/product/d9a9944bed67b371a9ae556c32dd668e.256p.jpg,https://pcpartpicker.com/product/cz2kcf/gskill-aegis-8-gb-2-x-4-gb-ddr3-1600-cl11-memory-f3-1600c11d-8gis,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""22"", ""url"": ""https://www.gputracker.eu/si-click/11/1873875/g-skill-aegis-series-8-go-ddr3-1600-mhz-cl11""}, {""retailer"": ""ldlc.com"", ""price"": ""29"", ""url"": ""https://www.gputracker.eu/si-click/11/1951582/g-skill-aegis-series-8-go-2-x-4-go-ddr3-1600-mhz-c""}]"
G.Skill Ares 16 GB (2 x 8 GB) DDR3-1600 CL10 Memory (F3-1600C10D-16GAB),https://m.media-amazon.com/images/I/510qRpSbTWL.jpg,https://pcpartpicker.com/product/C3Crxr/gskill-memory-f31600c10d16gab,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""49"", ""url"": ""https://www.gputracker.eu/si-click/11/1874054/g-skill-ares-orange-series-16-go-2-x-8-go-ddr3-160""}, {""retailer"": ""ldlc.com"", ""price"": ""59"", ""url"": ""https://www.gputracker.eu/si-click/11/1874101/g-skill-ares-red-series-16-go-2-x-8-go-ddr3-1600-m""}]"
G.Skill Ares 16 GB (2 x 8 GB) DDR3-1600 CL10 Memory (F3-1600C10D-16GAO),https://images-na.ssl-images-amazon.com/images/I/51xsHJNYUYL.jpg,https://pcpartpicker.com/product/nJLypg/gskill-memory-f31600c10d16gao,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""49"", ""url"": ""https://www.gputracker.eu/si-click/11/1874054/g-skill-ares-orange-series-16-go-2-x-8-go-ddr3-160""}, {""retailer"": ""ldlc.com"", ""price"": ""59"", ""url"": ""https://www.gputracker.eu/si-click/11/1874101/g-skill-ares-red-series-16-go-2-x-8-go-ddr3-1600-m""}]"
G.Skill Ares 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (F3-1600C9D-16GAB),https://cdna.pcpartpicker.com/static/forever/images/product/a825dc0e71c8e363a236cb5b04543464.256p.jpg,https://pcpartpicker.com/product/w998TW/gskill-memory-f31600c9d16gab,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""49"", ""url"": ""https://www.gputracker.eu/si-click/11/1874054/g-skill-ares-orange-series-16-go-2-x-8-go-ddr3-160""}, {""retailer"": ""ldlc.com"", ""price"": ""59"", ""url"": ""https://www.gputracker.eu/si-click/11/1874101/g-skill-ares-red-series-16-go-2-x-8-go-ddr3-1600-m""}]"
G.Skill Ares 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (F3-1600C9D-16GAR),https://m.media-amazon.com/images/I/51iIqTf1ORL.jpg,https://pcpartpicker.com/product/Gnzv6h/gskill-memory-f31600c9d16gar,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""49"", ""url"": ""https://www.gputracker.eu/si-click/11/1874054/g-skill-ares-orange-series-16-go-2-x-8-go-ddr3-160""}, {""retailer"": ""ldlc.com"", ""price"": ""59"", ""url"": ""https://www.gputracker.eu/si-click/11/1874101/g-skill-ares-red-series-16-go-2-x-8-go-ddr3-1600-m""}]"
G.Skill Ares 16 GB (2 x 8 GB) DDR3-2400 CL11 Memory (F3-2400C11D-16GAB),https://cdna.pcpartpicker.com/static/forever/images/product/3df04a089750f60cf6d2b739e13e8329.256p.jpg,https://pcpartpicker.com/product/6ztCmG/gskill-memory-f32400c11d16gab,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""72"", ""url"": ""https://www.gputracker.eu/si-click/11/1874144/g-skill-ares-blue-series-16-go-2-x-8-go-ddr3-2400-""}, {""retailer"": ""jacob.de"", ""price"": ""82"", ""url"": ""https://www.gputracker.eu/si-click/11/1903896/ddr3-16gb-pc19200-cl11-g-skill-kit-2x8gb-16gab-are""}]"
G.Skill Ares 16 GB (4 x 4 GB) DDR3-1600 CL9 Memory (F3-1600C9Q-16GAO),https://m.media-amazon.com/images/I/41pRB6qg6uL.jpg,https://pcpartpicker.com/product/nFV48d/gskill-memory-f31600c9q16gao,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""49"", ""url"": ""https://www.gputracker.eu/si-click/11/1874054/g-skill-ares-orange-series-16-go-2-x-8-go-ddr3-160""}, {""retailer"": ""ldlc.com"", ""price"": ""59"", ""url"": ""https://www.gputracker.eu/si-click/11/1874101/g-skill-ares-red-series-16-go-2-x-8-go-ddr3-1600-m""}]"
G.Skill Ripjaws 16 GB (2 x 8 GB) DDR3-1600 SODIMM CL11 Memory (F3-1600C11D-16GRSL),https://cdna.pcpartpicker.com/static/forever/images/product/5d0deac6f6a5238a6c3d978300756292.256p.jpg,https://pcpartpicker.com/product/N6YXsY/gskill-memory-f31600c11d16grsl,DDR3,16,"[{""retailer"": ""computeruniverse.net"", ""price"": ""37"", ""url"": ""https://www.gputracker.eu/si-click/11/3638062/16gb-2x8gb-g-skill-ripjaws-x-ddr3-16000-cl10-ram-s""}, {""retailer"": ""pskmegastore.com"", ""price"": ""44"", ""url"": ""https://www.gputracker.eu/si-click/11/3111440/g-skill-ripjaws-f3-1600c9d-16grsl-module-de-memoir""}, {""retailer"": ""jacob.de"", ""price"": ""46"", ""url"": ""https://www.gputracker.eu/si-click/11/1927140/g-skill-dimm-16-gb-ddr3-1600-kit-f3-12800cl10d-16g""}, {""retailer"": ""ldlc.com"", ""price"": ""59"", ""url"": ""https://www.gputracker.eu/si-click/11/2056249/g-skill-xm-series-ripjaws-x-series-16-go-kit-2-x-8""}]"
G.Skill Ripjaws 16 GB (2 x 8 GB) DDR3-1600 SODIMM CL9 Memory (F3-1600C9D-16GRSL),https://m.media-amazon.com/images/I/41DvVu8Ry8L.jpg,https://pcpartpicker.com/product/NB2kcf/gskill-memory-f31600c9d16grsl,DDR3,16,"[{""retailer"": ""computeruniverse.net"", ""price"": ""37"", ""url"": ""https://www.gputracker.eu/si-click/11/3638062/16gb-2x8gb-g-skill-ripjaws-x-ddr3-16000-cl10-ram-s""}, {""retailer"": ""pskmegastore.com"", ""price"": ""44"", ""url"": ""https://www.gputracker.eu/si-click/11/3111440/g-skill-ripjaws-f3-1600c9d-16grsl-module-de-memoir""}, {""retailer"": ""jacob.de"", ""price"": ""46"", ""url"": ""https://www.gputracker.eu/si-click/11/1927140/g-skill-dimm-16-gb-ddr3-1600-kit-f3-12800cl10d-16g""}, {""retailer"": ""ldlc.com"", ""price"": ""59"", ""url"": ""https://www.gputracker.eu/si-click/11/2056249/g-skill-xm-series-ripjaws-x-series-16-go-kit-2-x-8""}]"
G.Skill Ripjaws 16 GB (2 x 8 GB) DDR3-1866 SODIMM CL11 Memory (F3-1866C11D-16GRSL),https://cdna.pcpartpicker.com/static/forever/images/product/003e60a4810e41f8e17ecd97b7b6485a.256p.jpg,https://pcpartpicker.com/product/wg2kcf/gskill-memory-f31866c11d16grsl,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""70"", ""url"": ""https://www.gputracker.eu/si-click/11/1951613/g-skill-ripjaws-x-series-16-go-2-x-8go-ddr3-1866-m""}]"
G.Skill Ripjaws 16 GB (4 x 4 GB) DDR3-1066 CL7 Memory (F3-8500CL7Q-16GBRL),https://m.media-amazon.com/images/I/51UJlJVkFYL.jpg,https://pcpartpicker.com/product/p4fp99/gskill-memory-f38500cl7q16gbrl,DDR3,16,"[{""retailer"": ""jacob.de"", ""price"": ""60"", ""url"": ""https://www.gputracker.eu/si-click/11/2850085/g-skill-dimm-16-gb-ddr3-1333-kit-f3-10666cl9d-16gb""}]"
G.Skill Ripjaws 16 GB (4 x 4 GB) DDR3-1600 CL9 Memory (F3-12800CL9Q-16GBRL),https://images-na.ssl-images-amazon.com/images/I/21ftsomYU8L.jpg,https://pcpartpicker.com/product/yK9KHx/gskill-memory-f312800cl9q16gbrl,DDR3,16,"[{""retailer"": ""computeruniverse.net"", ""price"": ""37"", ""url"": ""https://www.gputracker.eu/si-click/11/3638062/16gb-2x8gb-g-skill-ripjaws-x-ddr3-16000-cl10-ram-s""}, {""retailer"": ""pskmegastore.com"", ""price"": ""44"", ""url"": ""https://www.gputracker.eu/si-click/11/3111440/g-skill-ripjaws-f3-1600c9d-16grsl-module-de-memoir""}, {""retailer"": ""jacob.de"", ""price"": ""46"", ""url"": ""https://www.gputracker.eu/si-click/11/1927140/g-skill-dimm-16-gb-ddr3-1600-kit-f3-12800cl10d-16g""}, {""retailer"": ""ldlc.com"", ""price"": ""59"", ""url"": ""https://www.gputracker.eu/si-click/11/2056249/g-skill-xm-series-ripjaws-x-series-16-go-kit-2-x-8""}]"
G.Skill Ripjaws 4 GB (2 x 2 GB) DDR3-1600 CL9 Memory (F3-12800CL9D-4GBRL),https://images-na.ssl-images-amazon.com/images/I/51xi0A19G9L.jpg,https://pcpartpicker.com/product/HktCmG/gskill-memory-f312800cl9d4gbrl,DDR3,4,"[{""retailer"": ""ldlc.com"", ""price"": ""26"", ""url"": ""https://www.gputracker.eu/si-click/11/1951576/g-skill-xl-series-ripjaws-x-series-4-go-kit-2x-2-g""}]"
G.Skill Ripjaws 8 GB (2 x 4 GB) DDR3-1333 CL7 Memory (F3-10666CL7D-8GBRH),https://m.media-amazon.com/images/I/51c7vVn1OGL.jpg,https://pcpartpicker.com/product/qNh9TW/gskill-memory-f310666cl7d8gbrh,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""31"", ""url"": ""https://www.gputracker.eu/si-click/11/2056246/g-skill-xl-series-ripjaws-x-series-8-go-kit-2x-4-g""}]"
G.Skill Ripjaws 8 GB (2 x 4 GB) DDR3-1333 CL9 Memory (F3-10666CL9D-8GBRL),https://m.media-amazon.com/images/I/51iqyEmS0kL.jpg,https://pcpartpicker.com/product/9xMFf7/gskill-memory-f310666cl9d8gbrl,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""31"", ""url"": ""https://www.gputracker.eu/si-click/11/2056246/g-skill-xl-series-ripjaws-x-series-8-go-kit-2x-4-g""}]"
G.Skill Ripjaws 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (F3-12800CL9D-8GBRL),https://cdna.pcpartpicker.com/static/forever/images/product/33a0401a7ad66ac27e15195063a016a2.256p.jpg,https://pcpartpicker.com/product/36zv6h/gskill-memory-f312800cl9d8gbrl,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""30"", ""url"": ""https://www.gputracker.eu/si-click/11/1965380/g-skill-xm-series-ripjaws-x-series-8-go-ddr3-1600-""}, {""retailer"": ""ldlc.com"", ""price"": ""38"", ""url"": ""https://www.gputracker.eu/si-click/11/1985935/g-skill-xl-series-ripjaws-x-series-8-go-kit-2x-4-g""}, {""retailer"": ""jacob.de"", ""price"": ""39"", ""url"": ""https://www.gputracker.eu/si-click/11/1963586/g-skill-ddr3-1600-8gb-ripjaws-kit-2x4gb-cl11-f3-16""}]"
G.Skill Ripjaws 8 GB (2 x 4 GB) DDR3-1600 SODIMM CL11 Memory (F3-1600C11D-8GRSL),https://images-na.ssl-images-amazon.com/images/I/51Eid4gs5yL.jpg,https://pcpartpicker.com/product/DZtCmG/gskill-memory-f31600c11d8grsl,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""30"", ""url"": ""https://www.gputracker.eu/si-click/11/1965380/g-skill-xm-series-ripjaws-x-series-8-go-ddr3-1600-""}, {""retailer"": ""ldlc.com"", ""price"": ""38"", ""url"": ""https://www.gputracker.eu/si-click/11/1985935/g-skill-xl-series-ripjaws-x-series-8-go-kit-2x-4-g""}, {""retailer"": ""jacob.de"", ""price"": ""39"", ""url"": ""https://www.gputracker.eu/si-click/11/1963586/g-skill-ddr3-1600-8gb-ripjaws-kit-2x4gb-cl11-f3-16""}]"
G.Skill Ripjaws 8 GB (4 x 2 GB) DDR3-1600 CL9 Memory (F3-12800CL9Q-8GBRL),https://m.media-amazon.com/images/I/513ciz5AREL.jpg,https://pcpartpicker.com/product/ZvyFf7/gskill-memory-f312800cl9q8gbrl,DDR3,8,"[{""retailer"": ""ldlc.com"", ""price"": ""30"", ""url"": ""https://www.gputracker.eu/si-click/11/1965380/g-skill-xm-series-ripjaws-x-series-8-go-ddr3-1600-""}, {""retailer"": ""ldlc.com"", ""price"": ""38"", ""url"": ""https://www.gputracker.eu/si-click/11/1985935/g-skill-xl-series-ripjaws-x-series-8-go-kit-2x-4-g""}, {""retailer"": ""jacob.de"", ""price"": ""39"", ""url"": ""https://www.gputracker.eu/si-click/11/1963586/g-skill-ddr3-1600-8gb-ripjaws-kit-2x4gb-cl11-f3-16""}]"
G.Skill Ripjaws X 16 GB (2 x 8 GB) DDR3-1333 CL9 Memory (F3-10666CL9D-16GBXL),https://images-na.ssl-images-amazon.com/images/I/51Ndh8qplTL.jpg,https://pcpartpicker.com/product/bth9TW/gskill-memory-f310666cl9d16gbxl,DDR3,16,"[{""retailer"": ""ldlc.com"", ""price"": ""49"", ""url"": ""https://www.gputracker.eu/si-click/11/1874044/g-skill-ripjaws-x-series-16-go-2x-8-go-ddr3-1333-m""}, {""retailer"": ""jacob.de"", ""price"": ""60"", ""url"": ""https://www.gputracker.eu/si-click/11/2850085/g-skill-dimm-16-gb-ddr3-1333-kit-f3-10666cl9d-16gb""}]"
