name,image,url,size,offers
Chieftec CS-12B-300 MicroATX Mini Tower Case w/300 W Power Supply (CS-12B-300),https://m.media-amazon.com/images/I/41CFQq-96WL.jpg,https://pcpartpicker.com/product/LxHqqs/chieftec-cs-12b-300-microatx-mini-tower-case-w300-w-power-supply-cs-12b-300,MicroATX,"[{""retailer"": ""reichelt.de"", ""price"": ""99"", ""url"": ""https://www.gputracker.eu/si-click/7/3547951/cft-cs-12b-300-chieftec-mesh-cs-12b-300-matx-gehau""}]"
be quiet! Pure Base 500DX ATX Mid Tower Case (BGW37),https://cdna.pcpartpicker.com/static/forever/images/product/f0f421e3fc3867493483981e8171cdc6.256p.jpg,https://pcpartpicker.com/product/FCK2FT/be-quiet-pure-base-500dx-atx-mid-tower-case-bgw37,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""97"", ""url"": ""https://www.gputracker.eu/si-click/7/395436/bqt-bgw38-be-quiet-pure-base-500dx-white""}, {""retailer"": ""computeruniverse.net"", ""price"": ""102"", ""url"": ""https://www.gputracker.eu/si-click/7/3639156/be-quiet-pure-base-500dx-wei-midi-tower-gaming-geh""}, {""retailer"": ""reichelt.de"", ""price"": ""104"", ""url"": ""https://www.gputracker.eu/si-click/7/395435/bqt-bgw37-be-quiet-pure-base-500dx-black""}, {""retailer"": ""ldlc.com"", ""price"": ""120"", ""url"": ""https://www.gputracker.eu/si-click/7/384204/be-quiet-pure-base-500dx-blanc""}, {""retailer"": ""ldlc.com"", ""price"": ""145"", ""url"": ""https://www.gputracker.eu/si-click/7/2764273/be-quiet-pure-base-500dx-noir""}]"
be quiet! Pure Base 500DX ATX Mid Tower Case (BGW38),https://cdna.pcpartpicker.com/static/forever/images/product/d0088af61ff05d2f1e8ec07eeb4f7aee.256p.jpg,https://pcpartpicker.com/product/3W6qqs/be-quiet-pure-base-500dx-atx-mid-tower-case-bgw38,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""97"", ""url"": ""https://www.gputracker.eu/si-click/7/395436/bqt-bgw38-be-quiet-pure-base-500dx-white""}, {""retailer"": ""computeruniverse.net"", ""price"": ""102"", ""url"": ""https://www.gputracker.eu/si-click/7/3639156/be-quiet-pure-base-500dx-wei-midi-tower-gaming-geh""}, {""retailer"": ""reichelt.de"", ""price"": ""104"", ""url"": ""https://www.gputracker.eu/si-click/7/395435/bqt-bgw37-be-quiet-pure-base-500dx-black""}, {""retailer"": ""ldlc.com"", ""price"": ""120"", ""url"": ""https://www.gputracker.eu/si-click/7/384204/be-quiet-pure-base-500dx-blanc""}, {""retailer"": ""ldlc.com"", ""price"": ""145"", ""url"": ""https://www.gputracker.eu/si-click/7/2764273/be-quiet-pure-base-500dx-noir""}]"
Fractal Design Node 304 Mini ITX Tower Case (FD-CA-NODE-304-BL),https://cdna.pcpartpicker.com/static/forever/images/product/d4601be3b89341d6b9f38bdcea9a54c1.256p.jpg,https://pcpartpicker.com/product/BWFPxr/fractal-design-case-fdcanode304bl,ITX,"[{""retailer"": ""reichelt.de"", ""price"": ""96"", ""url"": ""https://www.gputracker.eu/si-click/7/395418/fd-ca-n304b-fractal-design-mini-tower-node-304-sch""}]"
Fractal Design Node 304 Mini ITX Tower Case (FD-CA-NODE-304-WH),https://m.media-amazon.com/images/I/41a62hgxGqL.jpg,https://pcpartpicker.com/product/VMLypg/fractal-design-case-fdcanode304wh,ITX,"[{""retailer"": ""reichelt.de"", ""price"": ""96"", ""url"": ""https://www.gputracker.eu/si-click/7/395418/fd-ca-n304b-fractal-design-mini-tower-node-304-sch""}]"
Chieftec BE-10B-300 MicroATX Mini Tower Case w/300 W Power Supply (BE-10B-300),https://cdna.pcpartpicker.com/static/forever/images/product/2b057bf8a00c7f008723bd6cb67634be.256p.jpg,https://pcpartpicker.com/product/ZdHqqs/chieftec-be-10b-300-microatx-mini-tower-case-w300-w-power-supply-be-10b-300,MicroATX,"[{""retailer"": ""reichelt.de"", ""price"": ""92"", ""url"": ""https://www.gputracker.eu/si-click/7/1686161/cft-be-10b-300-chieftec-uni-serie-be-10b-300-inkl-""}]"
Inter-Tech SC-4100 Mini ITX Desktop Case (88887112),https://m.media-amazon.com/images/I/41xV4OzdkVL.jpg,https://pcpartpicker.com/product/kd4Ycf/inter-tech-sc-4100-mini-itx-desktop-case-88887112,ITX,"[{""retailer"": ""reichelt.de"", ""price"": ""86"", ""url"": ""https://www.gputracker.eu/si-click/7/3547938/it88887112-inter-tech-mini-itx-cube-ipc-sc-4100""}]"
Chieftec UE-02B MicroATX Mini Tower Case (UE-02B),https://m.media-amazon.com/images/I/31oInMtYmZL.jpg,https://pcpartpicker.com/product/GMV2FT/chieftec-ue-02b-microatx-mini-tower-case-ue-02b,MicroATX,"[{""retailer"": ""reichelt.de"", ""price"": ""86"", ""url"": ""https://www.gputracker.eu/si-click/7/3547928/cft-ue-02b-chieftec-uni-serie-ue-02b-m-atx-gehause""}]"
Lian Li LANCOOL 205 Mesh C ATX Mid Tower Case (G99.OE764CX.00AM),https://m.media-amazon.com/images/I/41EFURt04PL.jpg,https://pcpartpicker.com/product/CrzhP6/lian-li-lancool-205-mesh-c-atx-mid-tower-case-g99oe764cx00am,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""70"", ""url"": ""https://www.gputracker.eu/si-click/7/3704296/lian-205m-mb-lian-li-lancool-205m-mesh-micro-atx-s""}, {""retailer"": ""reichelt.de"", ""price"": ""80"", ""url"": ""https://www.gputracker.eu/si-click/7/3709380/lian-cool205snow-lian-li-lancool-205m-mesh-micro-a""}, {""retailer"": ""reichelt.de"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/3709385/lian-cool205me-lian-li-lancool-205-mesh-c-midi-tow""}, {""retailer"": ""ldlc.com"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/2336743/lian-li-lancool-205-mesh-c-blanc""}, {""retailer"": ""ldlc.com"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/2336744/lian-li-lancool-205-mesh-c-noir""}, {""retailer"": ""reichelt.de"", ""price"": ""105"", ""url"": ""https://www.gputracker.eu/si-click/7/3709388/lian-cool205me-1-lian-li-lancool-205-mesh-c-midi-t""}]"
Lian Li LANCOOL 205 Mesh C ATX Mid Tower Case (G99.OE764CP.00AM),https://m.media-amazon.com/images/I/419e+KJh3QL.jpg,https://pcpartpicker.com/product/s87G3C/lian-li-lancool-205-mesh-c-atx-mid-tower-case-g99oe764cp00am,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""70"", ""url"": ""https://www.gputracker.eu/si-click/7/3704296/lian-205m-mb-lian-li-lancool-205m-mesh-micro-atx-s""}, {""retailer"": ""reichelt.de"", ""price"": ""80"", ""url"": ""https://www.gputracker.eu/si-click/7/3709380/lian-cool205snow-lian-li-lancool-205m-mesh-micro-a""}, {""retailer"": ""reichelt.de"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/3709385/lian-cool205me-lian-li-lancool-205-mesh-c-midi-tow""}, {""retailer"": ""ldlc.com"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/2336743/lian-li-lancool-205-mesh-c-blanc""}, {""retailer"": ""ldlc.com"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/2336744/lian-li-lancool-205-mesh-c-noir""}, {""retailer"": ""reichelt.de"", ""price"": ""105"", ""url"": ""https://www.gputracker.eu/si-click/7/3709388/lian-cool205me-1-lian-li-lancool-205-mesh-c-midi-t""}]"
Lian Li LANCOOL 205 Mesh C ATX Mid Tower Case (G99.OE764CW.00AM),https://m.media-amazon.com/images/I/31DG90n5FjL.jpg,https://pcpartpicker.com/product/cMqPxr/lian-li-lancool-205-mesh-c-atx-mid-tower-case-g99oe764cw00am,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""70"", ""url"": ""https://www.gputracker.eu/si-click/7/3704296/lian-205m-mb-lian-li-lancool-205m-mesh-micro-atx-s""}, {""retailer"": ""reichelt.de"", ""price"": ""80"", ""url"": ""https://www.gputracker.eu/si-click/7/3709380/lian-cool205snow-lian-li-lancool-205m-mesh-micro-a""}, {""retailer"": ""reichelt.de"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/3709385/lian-cool205me-lian-li-lancool-205-mesh-c-midi-tow""}, {""retailer"": ""ldlc.com"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/2336743/lian-li-lancool-205-mesh-c-blanc""}, {""retailer"": ""ldlc.com"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/2336744/lian-li-lancool-205-mesh-c-noir""}, {""retailer"": ""reichelt.de"", ""price"": ""105"", ""url"": ""https://www.gputracker.eu/si-click/7/3709388/lian-cool205me-1-lian-li-lancool-205-mesh-c-midi-t""}]"
Lian Li LANCOOL 205 ATX Mid Tower Case (G99.OE743X.10),https://m.media-amazon.com/images/I/41tCP6DCBIL.jpg,https://pcpartpicker.com/product/9rpmP6/lian-li-lancool-205-atx-mid-tower-case-g99oe743x10,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""70"", ""url"": ""https://www.gputracker.eu/si-click/7/3704296/lian-205m-mb-lian-li-lancool-205m-mesh-micro-atx-s""}, {""retailer"": ""reichelt.de"", ""price"": ""80"", ""url"": ""https://www.gputracker.eu/si-click/7/3709380/lian-cool205snow-lian-li-lancool-205m-mesh-micro-a""}, {""retailer"": ""reichelt.de"", ""price"": ""85"", ""url"": ""https://www.gputracker.eu/si-click/7/3709382/lian-cool-205-wt-lian-li-lancool-205-midi-tower-we""}, {""retailer"": ""reichelt.de"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/3709385/lian-cool205me-lian-li-lancool-205-mesh-c-midi-tow""}, {""retailer"": ""ldlc.com"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/2336743/lian-li-lancool-205-mesh-c-blanc""}, {""retailer"": ""ldlc.com"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/2336744/lian-li-lancool-205-mesh-c-noir""}, {""retailer"": ""reichelt.de"", ""price"": ""105"", ""url"": ""https://www.gputracker.eu/si-click/7/3709388/lian-cool205me-1-lian-li-lancool-205-mesh-c-midi-t""}]"
Lian Li LANCOOL 205 Mesh ATX Mid Tower Case (G99.OE764X.00),https://cdna.pcpartpicker.com/static/forever/images/product/fd8afe624c4bd9eac82ed10deca79d6b.256p.jpg,https://pcpartpicker.com/product/8nt9TW/lian-li-lancool-205-mesh-atx-mid-tower-case-g99oe764x00,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""70"", ""url"": ""https://www.gputracker.eu/si-click/7/3704296/lian-205m-mb-lian-li-lancool-205m-mesh-micro-atx-s""}, {""retailer"": ""reichelt.de"", ""price"": ""80"", ""url"": ""https://www.gputracker.eu/si-click/7/3709380/lian-cool205snow-lian-li-lancool-205m-mesh-micro-a""}, {""retailer"": ""reichelt.de"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/3709385/lian-cool205me-lian-li-lancool-205-mesh-c-midi-tow""}, {""retailer"": ""ldlc.com"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/2336743/lian-li-lancool-205-mesh-c-blanc""}, {""retailer"": ""ldlc.com"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/2336744/lian-li-lancool-205-mesh-c-noir""}, {""retailer"": ""reichelt.de"", ""price"": ""105"", ""url"": ""https://www.gputracker.eu/si-click/7/3709388/lian-cool205me-1-lian-li-lancool-205-mesh-c-midi-t""}]"
Lian Li LANCOOL 205 ATX Mid Tower Case (G99.OE743W.10),https://m.media-amazon.com/images/I/41y3LmbgZzL.jpg,https://pcpartpicker.com/product/78PgXL/lian-li-lancool-205-atx-mid-tower-case-g99oe743w10,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""70"", ""url"": ""https://www.gputracker.eu/si-click/7/3704296/lian-205m-mb-lian-li-lancool-205m-mesh-micro-atx-s""}, {""retailer"": ""reichelt.de"", ""price"": ""80"", ""url"": ""https://www.gputracker.eu/si-click/7/3709380/lian-cool205snow-lian-li-lancool-205m-mesh-micro-a""}, {""retailer"": ""reichelt.de"", ""price"": ""85"", ""url"": ""https://www.gputracker.eu/si-click/7/3709382/lian-cool-205-wt-lian-li-lancool-205-midi-tower-we""}, {""retailer"": ""reichelt.de"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/3709385/lian-cool205me-lian-li-lancool-205-mesh-c-midi-tow""}, {""retailer"": ""ldlc.com"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/2336743/lian-li-lancool-205-mesh-c-blanc""}, {""retailer"": ""ldlc.com"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/2336744/lian-li-lancool-205-mesh-c-noir""}, {""retailer"": ""reichelt.de"", ""price"": ""105"", ""url"": ""https://www.gputracker.eu/si-click/7/3709388/lian-cool205me-1-lian-li-lancool-205-mesh-c-midi-t""}]"
Lian Li LANCOOL 205M MESH MicroATX Mini Tower Case (G99.OE744MX.10AM),https://m.media-amazon.com/images/I/41u7EeFLLVL.jpg,https://pcpartpicker.com/product/yxytt6/lian-li-lancool-205m-mesh-microatx-mini-tower-case-g99oe744mx10am,MicroATX,"[{""retailer"": ""reichelt.de"", ""price"": ""70"", ""url"": ""https://www.gputracker.eu/si-click/7/3704296/lian-205m-mb-lian-li-lancool-205m-mesh-micro-atx-s""}, {""retailer"": ""reichelt.de"", ""price"": ""80"", ""url"": ""https://www.gputracker.eu/si-click/7/3709380/lian-cool205snow-lian-li-lancool-205m-mesh-micro-a""}, {""retailer"": ""reichelt.de"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/3709385/lian-cool205me-lian-li-lancool-205-mesh-c-midi-tow""}, {""retailer"": ""reichelt.de"", ""price"": ""105"", ""url"": ""https://www.gputracker.eu/si-click/7/3709388/lian-cool205me-1-lian-li-lancool-205-mesh-c-midi-t""}]"
Lian Li LANCOOL 205M MESH MicroATX Mini Tower Case (G99.OE744MS.10AM),https://m.media-amazon.com/images/I/41ouxhMmh+L.jpg,https://pcpartpicker.com/product/dFBG3C/lian-li-lancool-205m-mesh-microatx-mini-tower-case-g99oe744ms10am,MicroATX,"[{""retailer"": ""reichelt.de"", ""price"": ""70"", ""url"": ""https://www.gputracker.eu/si-click/7/3704296/lian-205m-mb-lian-li-lancool-205m-mesh-micro-atx-s""}, {""retailer"": ""reichelt.de"", ""price"": ""80"", ""url"": ""https://www.gputracker.eu/si-click/7/3709380/lian-cool205snow-lian-li-lancool-205m-mesh-micro-a""}, {""retailer"": ""reichelt.de"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/3709385/lian-cool205me-lian-li-lancool-205-mesh-c-midi-tow""}, {""retailer"": ""reichelt.de"", ""price"": ""105"", ""url"": ""https://www.gputracker.eu/si-click/7/3709388/lian-cool205me-1-lian-li-lancool-205-mesh-c-midi-t""}]"
Lian Li LANCOOL 205M MicroATX Mid Tower Case (LANCOOL 205M BLACK),https://cdna.pcpartpicker.com/static/forever/images/product/47206951707be328cd4de3b8afc7008c.256p.jpg,https://pcpartpicker.com/product/Dq2bt6/lian-li-lancool-205m-microatx-mid-tower-case-lancool-205m-black,MicroATX,"[{""retailer"": ""reichelt.de"", ""price"": ""70"", ""url"": ""https://www.gputracker.eu/si-click/7/3704296/lian-205m-mb-lian-li-lancool-205m-mesh-micro-atx-s""}, {""retailer"": ""reichelt.de"", ""price"": ""80"", ""url"": ""https://www.gputracker.eu/si-click/7/3709380/lian-cool205snow-lian-li-lancool-205m-mesh-micro-a""}, {""retailer"": ""reichelt.de"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/3709385/lian-cool205me-lian-li-lancool-205-mesh-c-midi-tow""}, {""retailer"": ""reichelt.de"", ""price"": ""105"", ""url"": ""https://www.gputracker.eu/si-click/7/3709388/lian-cool205me-1-lian-li-lancool-205-mesh-c-midi-t""}]"
Lian Li LANCOOL 205M MicroATX Mid Tower Case (LANCOOL 205M WHITE),https://m.media-amazon.com/images/I/41MpafyqvpL.jpg,https://pcpartpicker.com/product/WJwypg/lian-li-lancool-205m-microatx-mid-tower-case-lancool-205m-white,MicroATX,"[{""retailer"": ""reichelt.de"", ""price"": ""70"", ""url"": ""https://www.gputracker.eu/si-click/7/3704296/lian-205m-mb-lian-li-lancool-205m-mesh-micro-atx-s""}, {""retailer"": ""reichelt.de"", ""price"": ""80"", ""url"": ""https://www.gputracker.eu/si-click/7/3709380/lian-cool205snow-lian-li-lancool-205m-mesh-micro-a""}, {""retailer"": ""reichelt.de"", ""price"": ""90"", ""url"": ""https://www.gputracker.eu/si-click/7/3709385/lian-cool205me-lian-li-lancool-205-mesh-c-midi-tow""}, {""retailer"": ""reichelt.de"", ""price"": ""105"", ""url"": ""https://www.gputracker.eu/si-click/7/3709388/lian-cool205me-1-lian-li-lancool-205-mesh-c-midi-t""}]"
Inter-Tech IM-1 POCKET MicroATX Mini Tower Case (88881344),https://m.media-amazon.com/images/I/31Eu-0cJbqS.jpg,https://pcpartpicker.com/product/N2mNnQ/inter-tech-im-1-pocket-microatx-mini-tower-case-88881344,MicroATX,"[{""retailer"": ""reichelt.de"", ""price"": ""68"", ""url"": ""https://www.gputracker.eu/si-click/7/3547905/it88881344-inter-tech-micro-atx-gehause-im-1-pocke""}]"
SHARKOON CA-M MicroATX Mini Tower Case (4044951016112),https://m.media-amazon.com/images/I/41ksX--9vLL.jpg,https://pcpartpicker.com/product/RZZ2FT/sharkoon-case-4044951016112,MicroATX,"[{""retailer"": ""reichelt.de"", ""price"": ""62"", ""url"": ""https://www.gputracker.eu/si-click/7/3547887/shark-v1000-sharkoon-micro-atx-case-v1000""}]"
Chieftec CI-02B-OP MicroATX Desktop Case (CI-02B-OP),https://m.media-amazon.com/images/I/41doc9141FS.jpg,https://pcpartpicker.com/product/rMcgXL/chieftec-ci-02b-op-microatx-desktop-case-ci-02b-op,MicroATX,"[{""retailer"": ""reichelt.de"", ""price"": ""60"", ""url"": ""https://www.gputracker.eu/si-click/7/3547883/cft-ci-02b-op-chieftec-mesh-ci-02b-op-cube-gehause""}]"
Chieftec CI-01B-OP MicroATX Desktop Case (CI-01B-OP),https://cdna.pcpartpicker.com/static/forever/images/product/62a7c53b2147e469f5a2aa9224062dca.256p.jpg,https://pcpartpicker.com/product/vpjNnQ/chieftec-ci-01b-op-microatx-desktop-case-ci-01b-op,MicroATX,"[{""retailer"": ""reichelt.de"", ""price"": ""58"", ""url"": ""https://www.gputracker.eu/si-click/7/3547880/cft-ci-01b-op-chieftec-ci-01b-op-cube-gehause""}]"
Lian Li LANCOOL III RGB ATX Mid Tower Case (LANCOOL 3R-X),https://cdna.pcpartpicker.com/static/forever/images/product/55d2c192011b510c1883930977ae6110.256p.jpg,https://pcpartpicker.com/product/WggFf7/lian-li-lancool-iii-rgb-atx-mid-tower-case-lancool-3r-x,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""185"", ""url"": ""https://www.gputracker.eu/si-click/7/3709396/lian-cool-iiirgb-lian-li-lancool-iii-e-atx-midi-to""}]"
Lian Li LANCOOL III RGB ATX Mid Tower Case (LANCOOL 3R-W),https://cdna.pcpartpicker.com/static/forever/images/product/443cfca1c6d58b359c461ad4d1996c64.256p.jpg,https://pcpartpicker.com/product/6GC48d/lian-li-lancool-iii-rgb-atx-mid-tower-case-lancool-3r-w,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""185"", ""url"": ""https://www.gputracker.eu/si-click/7/3709396/lian-cool-iiirgb-lian-li-lancool-iii-e-atx-midi-to""}]"
Lian Li LANCOOL II-W ATX Mid Tower Case (LANCOOL II-W),https://cdna.pcpartpicker.com/static/forever/images/product/7dda156f85bae5be7ad43265defee37f.256p.jpg,https://pcpartpicker.com/product/xkwkcf/lian-li-lancool-ii-w-atx-mid-tower-case-lancool-ii-w,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""165"", ""url"": ""https://www.gputracker.eu/si-click/7/3709394/lian-cool-iii-bk-lian-li-lancool-iii-e-atx-midi-to""}, {""retailer"": ""reichelt.de"", ""price"": ""175"", ""url"": ""https://www.gputracker.eu/si-click/7/3709395/lian-cool-iii-wt-lian-li-lancool-iii-e-atx-midi-to""}, {""retailer"": ""reichelt.de"", ""price"": ""185"", ""url"": ""https://www.gputracker.eu/si-click/7/3709396/lian-cool-iiirgb-lian-li-lancool-iii-e-atx-midi-to""}]"
Lian Li LANCOOL II-X ATX Mid Tower Case (LANCOOL II-X),https://cdna.pcpartpicker.com/static/forever/images/product/8f728ad9050f1b98db2e61fab01bc902.256p.jpg,https://pcpartpicker.com/product/kRFKHx/lian-li-lancool-ii-x-atx-mid-tower-case-lancool-ii-x,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""165"", ""url"": ""https://www.gputracker.eu/si-click/7/3709394/lian-cool-iii-bk-lian-li-lancool-iii-e-atx-midi-to""}, {""retailer"": ""reichelt.de"", ""price"": ""175"", ""url"": ""https://www.gputracker.eu/si-click/7/3709395/lian-cool-iii-wt-lian-li-lancool-iii-e-atx-midi-to""}, {""retailer"": ""reichelt.de"", ""price"": ""185"", ""url"": ""https://www.gputracker.eu/si-click/7/3709396/lian-cool-iiirgb-lian-li-lancool-iii-e-atx-midi-to""}]"
Phanteks Evolv X ATX Mid Tower Case (PH-ES518XTG_DBK),https://cdna.pcpartpicker.com/static/forever/images/product/e31d4076cb36669cf6754670d0fccefc.256p.jpg,https://pcpartpicker.com/product/3qgzK8/phanteks-enthoo-evolv-x-glass-black-atx-mid-tower-case-ph-es518xtg_dbk,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""160"", ""url"": ""https://www.gputracker.eu/si-click/7/3743749/pht-es524xtgdmw-phanteks-evolv-x2-midi-tower-tempe""}, {""retailer"": ""powerlab.fr"", ""price"": ""169"", ""url"": ""https://www.gputracker.eu/si-click/7/3678133/phanteks-evolv-x2-argb-noir""}, {""retailer"": ""infomaxparis.com"", ""price"": ""169"", ""url"": ""https://www.gputracker.eu/si-click/7/3678058/phanteks-evolv-x2-argb-noir""}]"
Phanteks Evolv X ATX Mid Tower Case (PH-E518XTG_DMW01),https://m.media-amazon.com/images/I/41pftTtd11L.jpg,https://pcpartpicker.com/product/F3kWGX/phanteks-evolv-x-atx-mid-tower-case-ph-e518xtg_dmw01,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""160"", ""url"": ""https://www.gputracker.eu/si-click/7/3743749/pht-es524xtgdmw-phanteks-evolv-x2-midi-tower-tempe""}, {""retailer"": ""powerlab.fr"", ""price"": ""169"", ""url"": ""https://www.gputracker.eu/si-click/7/3678133/phanteks-evolv-x2-argb-noir""}, {""retailer"": ""infomaxparis.com"", ""price"": ""169"", ""url"": ""https://www.gputracker.eu/si-click/7/3678058/phanteks-evolv-x2-argb-noir""}]"
Phanteks Enthoo Pro 2 ATX Full Tower Case (PH-ES620PTG_DBK01),https://cdna.pcpartpicker.com/static/forever/images/product/8f318409edf32b7761c61970e3838c69.256p.jpg,https://pcpartpicker.com/product/gQWBD3/phanteks-enthoo-pro-2-atx-full-tower-case-ph-es620ptg_dbk01,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""160"", ""url"": ""https://www.gputracker.eu/si-click/7/3741195/pht-es620pc-bk02-phanteks-enthoo-pro-2-server-big-""}, {""retailer"": ""reichelt.de"", ""price"": ""170"", ""url"": ""https://www.gputracker.eu/si-click/7/3741196/pht-es620ptg-dbk-phanteks-enthoo-pro-2-server-big-""}]"
Phanteks Enthoo Pro 2 ATX Full Tower Case (PH-ES620PC_BK01),https://cdna.pcpartpicker.com/static/forever/images/product/407865f97625985c06d7e191e86a3f5b.256p.jpg,https://pcpartpicker.com/product/qBn8TW/phanteks-enthoo-pro-2-atx-full-tower-case-ph-es620pc_bk01,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""160"", ""url"": ""https://www.gputracker.eu/si-click/7/3741195/pht-es620pc-bk02-phanteks-enthoo-pro-2-server-big-""}, {""retailer"": ""reichelt.de"", ""price"": ""170"", ""url"": ""https://www.gputracker.eu/si-click/7/3741196/pht-es620ptg-dbk-phanteks-enthoo-pro-2-server-big-""}]"
Phanteks Enthoo Pro Tempered Glass ATX Full Tower Case (PH-ES614PTG_BK),https://m.media-amazon.com/images/I/410dp64IhQL.jpg,https://pcpartpicker.com/product/BfPKHx/phanteks-enthoo-pro-tempered-glass-atx-full-tower-case-ph-es614ptg_bk,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""140"", ""url"": ""https://www.gputracker.eu/si-click/7/3741194/pht-es614ptg-bk-phanteks-enthoo-pro-midi-tower-tem""}, {""retailer"": ""reichelt.de"", ""price"": ""170"", ""url"": ""https://www.gputracker.eu/si-click/7/3741196/pht-es620ptg-dbk-phanteks-enthoo-pro-2-server-big-""}]"
Phanteks Enthoo Pro M TG ATX Mid Tower Case (PH-ES515PTG_BK),https://cdna.pcpartpicker.com/static/forever/images/product/96e46cd7abdf88e5fd2d5ac8aa0fff36.256p.jpg,https://pcpartpicker.com/product/2mQRsY/phanteks-enthoo-pro-m-tempered-glass-atx-mid-tower-case-ph-es515ptg_bk,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""140"", ""url"": ""https://www.gputracker.eu/si-click/7/3741194/pht-es614ptg-bk-phanteks-enthoo-pro-midi-tower-tem""}, {""retailer"": ""reichelt.de"", ""price"": ""170"", ""url"": ""https://www.gputracker.eu/si-click/7/3741196/pht-es620ptg-dbk-phanteks-enthoo-pro-2-server-big-""}]"
Phanteks Enthoo Pro ATX Full Tower Case (PH-ES614P_BK),https://cdna.pcpartpicker.com/static/forever/images/product/d33969265ecd1db099fc1da15dabbf9d.256p.jpg,https://pcpartpicker.com/product/mn3RsY/phanteks-case-phes614pbk,ATX,"[{""retailer"": ""reichelt.de"", ""price"": ""135"", ""url"": ""https://www.gputracker.eu/si-click/7/3741192/pht-es614pc-bk-phanteks-enthoo-pro-midi-tower-schw""}, {""retailer"": ""reichelt.de"", ""price"": ""140"", ""url"": ""https://www.gputracker.eu/si-click/7/3741193/pht-es614p-bk-phanteks-enthoo-pro-midi-tower-fenst""}, {""retailer"": ""reichelt.de"", ""price"": ""140"", ""url"": ""https://www.gputracker.eu/si-click/7/3741194/pht-es614ptg-bk-phanteks-enthoo-pro-midi-tower-tem""}, {""retailer"": ""reichelt.de"", ""price"": ""160"", ""url"": ""https://www.gputracker.eu/si-click/7/3741195/pht-es620pc-bk02-phanteks-enthoo-pro-2-server-big-""}, {""retailer"": ""reichelt.de"", ""price"": ""170"", ""url"": ""https://www.gputracker.eu/si-click/7/3741196/pht-es620ptg-dbk-phanteks-enthoo-pro-2-server-big-""}]"
