name,image,url,brand,VRAM,model,vram_gb,g3d_mark,g2d_mark,tdp,product_code,offers
Asus DUAL GeForce GTX 1050 2 GB Video Card (DUAL-GTX1050-O2G),https://cdna.pcpartpicker.com/static/forever/images/product/834658a3d45eed0f1c2cceac99b71362.256p.jpg,https://pcpartpicker.com/product/jt2rxr/asus-geforce-gtx-1050-2gb-dual-video-card-dual-gtx1050-o2g,GeForce,2,GTX 1050,2,5029,458,75,DUAL-GTX1050-O2G,[]
Gigabyte GAMING GeForce GTX 1050 2 GB Video Card (GV-N1050G1 GAMING-2GD),https://cdna.pcpartpicker.com/static/forever/images/product/d4f15c513568ddf4dc4c424d9a350185.256p.jpg,https://pcpartpicker.com/product/RNjWGX/gigabyte-geforce-gtx-1050-2gb-g1-gaming-video-card-gv-n1050g1-gaming-2gd,GeForce,2,GTX 1050,2,5029,458,75,GV-N1050G1 GAMING-2GD,[]
MSI GTX 1050 2G OC GeForce GTX 1050 2 GB Video Card (GTX 1050 2G OC),https://cdna.pcpartpicker.com/static/forever/images/product/d622ea150f25f44d91631a29c59f42a8.256p.jpg,https://pcpartpicker.com/product/gXnG3C/msi-geforce-gtx-1050-2gb-video-card-gtx-1050-2g-oc,GeForce,2,GTX 1050,2,5029,458,75,GTX 1050 2G OC,[]
Zotac MINI GeForce GTX 1050 2 GB Video Card (ZT-P10500A-10L),https://cdna.pcpartpicker.com/static/forever/images/product/a61c801559e694617535d2f01a83ba5c.256p.jpg,https://pcpartpicker.com/product/G3H48d/zotac-geforce-gtx-1050-2gb-mini-video-card-zt-p10500a-10l,GeForce,2,GTX 1050,2,5029,458,75,ZT-P10500A-10L,[]
EVGA SC GAMING GeForce GTX 1050 2 GB Video Card (02G-P4-6152-KR),https://cdna.pcpartpicker.com/static/forever/images/product/08504d74ba6fda8164eab5e9fee0e325.256p.jpg,https://pcpartpicker.com/product/cCDzK8/evga-geforce-gtx-1050-2gb-sc-gaming-video-card-02g-p4-6152-kr,GeForce,2,GTX 1050,2,5029,458,75,02G-P4-6152-KR,[]
Palit StormX GeForce GTX 1050 2 GB Video Card (NE5105001841-1070F),https://cdna.pcpartpicker.com/static/forever/images/product/2331837fc5e54eec97f66f7d87e043f3.256p.jpg,https://pcpartpicker.com/product/qqhj4D/palit-geforce-gtx-1050-2gb-stormx-video-card-ne5105001841-1070f,GeForce,2,GTX 1050,2,5029,458,75,NE5105001841-1070F,[]
MSI GTX 1050 2GT OC GeForce GTX 1050 2 GB Video Card (GTX 1050 2GT OC),https://m.media-amazon.com/images/I/51Vl579jOrL.jpg,https://pcpartpicker.com/product/VgYWGX/msi-geforce-gtx-1050-2gb-video-card-gtx-1050-2gt-oc,GeForce,2,GTX 1050,2,5029,458,75,GTX 1050 2GT OC,[]
Asus ROG STRIX GeForce GTX 1050 2 GB Video Card (STRIX-GTX1050-O2G-GAMING),https://m.media-amazon.com/images/I/51inyQObm2L.jpg,https://pcpartpicker.com/product/KHqhP6/asus-geforce-gtx-1050-2gb-rog-strix-video-card-strix-gtx1050-o2g-gaming,GeForce,2,GTX 1050,2,5029,458,75,STRIX-GTX1050-O2G-GAMING,[]
MSI GAMING X GeForce GTX 1050 2 GB Video Card (GTX 1050 GAMING X 2G),https://cdna.pcpartpicker.com/static/forever/images/product/9a4e6ab69372b92fc35d9d5590d7aadf.256p.jpg,https://pcpartpicker.com/product/p97CmG/msi-geforce-gtx-1050-4gb-gaming-x-4g-video-card-gtx-1050-gaming-x-2g,GeForce,2,GTX 1050,2,5029,458,75,GTX 1050 GAMING X 2G,[]
Gigabyte D5 GeForce GTX 1050 2 GB Video Card (GV-N1050D5-2GD),https://m.media-amazon.com/images/I/41P8R+qMDwL.jpg,https://pcpartpicker.com/product/KPNypg/gigabyte-geforce-gtx-1050-2gb-d5-video-card-gv-n1050d5-2gd,GeForce,2,GTX 1050,2,5029,458,75,GV-N1050D5-2GD,[]
Gigabyte OC GeForce GTX 1050 2 GB Video Card (GV-N1050OC-2GD),https://m.media-amazon.com/images/I/41YH5E9+i0L.jpg,https://pcpartpicker.com/product/FJZ2FT/gigabyte-geforce-gtx-1050-2gb-oc-video-card-gv-n1050oc-2gd,GeForce,2,GTX 1050,2,5029,458,75,GV-N1050OC-2GD,[]
EVGA ACX 2.0 GeForce GTX 1050 2 GB Video Card (02G-P4-6150-KR),https://cdna.pcpartpicker.com/static/forever/images/product/d8cf138b624fd42c5b54479990ce65c2.256p.jpg,https://pcpartpicker.com/product/sc4NnQ/evga-geforce-gtx-1050-2gb-acx-20-video-card-02g-p4-6150-kr,GeForce,2,GTX 1050,2,5029,458,75,02G-P4-6150-KR,[]
PNY VCGGTX10502PB GeForce GTX 1050 2 GB Video Card (VCGGTX10502PB),https://m.media-amazon.com/images/I/41AcifL26PL.jpg,https://pcpartpicker.com/product/DQL7YJ/pny-geforce-gtx-1050-2gb-video-card-vcggtx10502pb,GeForce,2,GTX 1050,2,5029,458,75,VCGGTX10502PB,[]
Gigabyte OC Low Profile GeForce GTX 1050 2 GB Video Card (GV-N1050OC-2GL),https://m.media-amazon.com/images/I/41xOQb-ri8L.jpg,https://pcpartpicker.com/product/9jCrxr/gigabyte-geforce-gtx-1050-2gb-oc-low-profile-video-card-gv-n1050oc-2gl,GeForce,2,GTX 1050,2,5029,458,75,GV-N1050OC-2GL,[]
Gigabyte WINDFORCE OC GeForce GTX 1050 2 GB Video Card (GV-N1050WF2OC-2GD),https://m.media-amazon.com/images/I/41UqHY7dOAL.jpg,https://pcpartpicker.com/product/3c7CmG/gigabyte-geforce-gtx-1050-2gb-windforce-oc-video-card-gv-n1050wf2oc-2gd,GeForce,2,GTX 1050,2,5029,458,75,GV-N1050WF2OC-2GD,[]
MSI AERO ITX GeForce GTX 1050 2 GB Video Card (GTX 1050 AERO ITX 2G OC),https://cdna.pcpartpicker.com/static/forever/images/product/4bd8ffcae926af5bb3621f9878ac7ab7.256p.jpg,https://pcpartpicker.com/product/DZtWGX/msi-geforce-gtx-1050-2gb-aero-itx-video-card-gtx-1050-aero-itx-2g-oc,GeForce,2,GTX 1050,2,5029,458,75,GTX 1050 AERO ITX 2G OC,[]
Zotac ZT-P10500E-10L GeForce GTX 1050 2 GB Video Card (ZT-P10500E-10L),https://cdna.pcpartpicker.com/static/forever/images/product/624f354efe45d660776719fa0a4aaecc.256p.jpg,https://pcpartpicker.com/product/j7L7YJ/zotac-geforce-gtx-1050-2gb-low-profile-video-card-zt-p10500e-10l,GeForce,2,GTX 1050,2,5029,458,75,ZT-P10500E-10L,[]
MSI GTX 1050 2GT LP GeForce GTX 1050 2 GB Video Card (GTX 1050 2GT LP),https://m.media-amazon.com/images/I/41-M8si-7jL.jpg,https://pcpartpicker.com/product/zggPxr/msi-geforce-gtx-1050-2gb-low-profile-video-card-gtx-1050-2gt-lp,GeForce,2,GTX 1050,2,5029,458,75,GTX 1050 2GT LP,[]
Asus Expedition OC GeForce GTX 1050 2 GB Video Card (EX-GTX1050-O2G),https://m.media-amazon.com/images/I/41y9-E8yFkL.jpg,https://pcpartpicker.com/product/dJ2rxr/asus-geforce-gtx-1050-2gb-expedition-oc-video-card-ex-gtx1050-o2g,GeForce,2,GTX 1050,2,5029,458,75,EX-GTX1050-O2G,[]
EVGA SSC GAMING GeForce GTX 1050 2 GB Video Card (02G-P4-6154-KR),https://m.media-amazon.com/images/I/41eDc9O8x8L.jpg,https://pcpartpicker.com/product/dLfmP6/evga-geforce-gtx-1050-2gb-ssc-gaming-video-card-02g-p4-6154-kr,GeForce,2,GTX 1050,2,5029,458,75,02G-P4-6154-KR,[]
Gigabyte WINDFORCE GeForce GTX 1050 2 GB Video Card (GV-N1050WF2-2GD),https://cdna.pcpartpicker.com/static/forever/images/product/7421f92184e2a68ad7112a2ebd9fddff.256p.jpg,https://pcpartpicker.com/product/7rX2FT/gigabyte-geforce-gtx-1050-2gb-windforce-video-card-gv-n1050wf2-2gd,GeForce,2,GTX 1050,2,5029,458,75,GV-N1050WF2-2GD,[]
EVGA FTW GAMING GeForce GTX 1050 2 GB Video Card (02G-P4-6157-KR),https://m.media-amazon.com/images/I/41pdu0UvjuL.jpg,https://pcpartpicker.com/product/7qjWGX/evga-geforce-gtx-1050-2gb-ftw-gaming-video-card-02g-p4-6157-kr,GeForce,2,GTX 1050,2,5029,458,75,02G-P4-6157-KR,[]
KFA2 OC GeForce GTX 1050 2 GB Video Card (50NPH8DSN8OK),https://images-eu.ssl-images-amazon.com/images/I/51%2ByAq3urNL.jpg,https://pcpartpicker.com/product/hPKhP6/kfa2-geforce-gtx-1050-2gb-oc-video-card-50nph8dsn8ok,GeForce,2,GTX 1050,2,5029,458,75,50NPH8DSN8OK,[]
Asus CERBERUS GeForce GTX 1050 2 GB Video Card (CERBERUS-GTX1050-O2G),https://cdna.pcpartpicker.com/static/forever/images/product/14028c5a58bf224fb4267e59c2255f3c.256p.jpg,https://pcpartpicker.com/product/hBqhP6/asus-geforce-gtx-1050-2gb-cerberus-video-card-cerberus-gtx1050-o2g,GeForce,2,GTX 1050,2,5029,458,75,CERBERUS-GTX1050-O2G,[]
MSI GAMING GeForce GTX 1050 2 GB Video Card (GTX 1050 GAMING 2G),https://cdna.pcpartpicker.com/static/forever/images/product/30c1d57f91f7ab07197f491938273b5d.256p.jpg,https://pcpartpicker.com/product/VrRzK8/msi-geforce-gtx-1050-2gb-video-card-gtx-1050-gaming-2g,GeForce,2,GTX 1050,2,5029,458,75,GTX 1050 GAMING 2G,[]
PNY VCGGTX 10502PB-BB GeForce GTX 1050 2 GB Video Card (VCGGTX 10502PB-BB),https://cdna.pcpartpicker.com/static/forever/images/product/55797c613325da8e028a9d34aed88a04.256p.jpg,https://pcpartpicker.com/product/nMYLrH/pny-geforce-gtx-1050-2-gb-video-card-vcggtx-10502pb-bb,GeForce,2,GTX 1050,2,5029,458,75,VCGGTX 10502PB-BB,[]
Inno3D Twin X2 GeForce GTX 1050 2 GB Video Card (N1050-1DDV-E5CM),https://cdna.pcpartpicker.com/static/forever/images/product/8e78b9c9ea0ef0d89e68a558d5304011.256p.jpg,https://pcpartpicker.com/product/v6648d/inno3d-geforce-gtx-1050-2gb-twin-x2-video-card-n1050-1ddv-e5cm,GeForce,2,GTX 1050,2,5029,458,75,N1050-1DDV-E5CM,[]
Inno3D Compact GeForce GTX 1050 2 GB Video Card (N1050-1SDV-E5CM),https://cdna.pcpartpicker.com/static/forever/images/product/5adcb7841330a310dd77034a2688ace7.256p.jpg,https://pcpartpicker.com/product/J7vZxr/inno3d-geforce-gtx-1050-2gb-compact-video-card-n1050-1sdv-e5cm,GeForce,2,GTX 1050,2,5029,458,75,N1050-1SDV-E5CM,[]
Asus DUAL GeForce GTX 1050 2 GB Video Card (DUAL-GTX1050-2G),https://cdna.pcpartpicker.com/static/forever/images/product/834658a3d45eed0f1c2cceac99b71362.256p.jpg,https://pcpartpicker.com/product/6YZ2FT/asus-geforce-gtx-1050-2gb-dual-video-card-dual-gtx1050-2g,GeForce,2,GTX 1050,2,5029,458,75,DUAL-GTX1050-2G,[]
EVGA SC GAMING ACX 2.0 GeForce GTX 1050 Ti 4 GB Video Card (04G-P4-6253-KR),https://m.media-amazon.com/images/I/51GsIzcSfnL.jpg,https://pcpartpicker.com/product/Cm38TW/evga-geforce-gtx-1050-ti-4gb-sc-gaming-acx-20-video-card-04g-p4-6253-kr,GeForce,2,GTX 1050 Ti,4,6323,648,75,04G-P4-6253-KR,[]
EVGA ACX 2.0 GeForce GTX 1050 Ti 4 GB Video Card (04G-P4-6251-KR),https://m.media-amazon.com/images/I/51B6xthK5mL.jpg,https://pcpartpicker.com/product/wrmxFT/evga-geforce-gtx-1050-ti-4gb-acx-20-video-card-04g-p4-6251-kr,GeForce,2,GTX 1050 Ti,4,6323,648,75,04G-P4-6251-KR,[]
MSI GTX 1050 Ti 4GT OC GeForce GTX 1050 Ti 4 GB Video Card (GTX 1050 Ti 4GT OC),https://cdna.pcpartpicker.com/static/forever/images/product/1085f0f0294e6eb6340c70bf6324a9f8.256p.jpg,https://pcpartpicker.com/product/x7s8TW/msi-geforce-gtx-1050-ti-4gb-video-card-gtx-1050-ti-4gt-oc,GeForce,2,GTX 1050 Ti,4,6323,648,75,GTX 1050 Ti 4GT OC,[]
MSI GTX 1050 TI 4GT LP GeForce GTX 1050 Ti 4 GB Video Card (GTX 1050 TI 4GT LP),https://cdna.pcpartpicker.com/static/forever/images/product/5349b3d210a0561fa447dc7fdda7b123.256p.jpg,https://pcpartpicker.com/product/Hnhj4D/msi-geforce-gtx-1050-ti-4gb-video-card-gtx-1050-ti-4gt-lp,GeForce,2,GTX 1050 Ti,4,6323,648,75,GTX 1050 TI 4GT LP,[]
EVGA SC GAMING GeForce GTX 1050 3 GB Video Card (03G-P4-6153-KR),https://cdna.pcpartpicker.com/static/forever/images/product/3a0b0be9bc55080d22bb2bc4213403c8.256p.jpg,https://pcpartpicker.com/product/KVZFf7/evga-geforce-gtx-1050-3gb-sc-gaming-video-card-03g-p4-6153-kr,GeForce,3,GTX 1050,3,5069,591,75,03G-P4-6153-KR,[]
Gigabyte GV-N1050D5-3GD GeForce GTX 1050 3 GB Video Card (GV-N1050D5-3GD),https://cdna.pcpartpicker.com/static/forever/images/product/2ffdf7a5e07fa7c61a1ebdb35d8f70a1.256p.jpg,https://pcpartpicker.com/product/cb97YJ/gigabyte-geforce-gtx-1050-3-gb-video-card-gv-n1050d5-3gd,GeForce,3,GTX 1050,3,5069,591,75,GV-N1050D5-3GD,[]
Gigabyte GV-N1050OC-3GD GeForce GTX 1050 3 GB Video Card (GV-N1050OC-3GD),https://cdna.pcpartpicker.com/static/forever/images/product/4e896e475d9cd99012c738c90498ab12.256p.jpg,https://pcpartpicker.com/product/3dtQzy/gigabyte-geforce-gt-1030-3gb-video-card-gv-n1050oc-3gd,GeForce,3,GTX 1050,3,5069,591,75,GV-N1050OC-3GD,[]
Gigabyte GV-N1050OC-3GL GeForce GTX 1050 3 GB Video Card (GV-N1050OC-3GL),https://cdna.pcpartpicker.com/static/forever/images/product/949e0eb664191a8680fdd1ab86970ef1.256p.jpg,https://pcpartpicker.com/product/MJZFf7/gigabyte-geforce-gtx-1050-3-gb-video-card-gv-n1050oc-3gl,GeForce,3,GTX 1050,3,5069,591,75,GV-N1050OC-3GL,[]
EVGA SSC GAMING ACX 3.0 GeForce GTX 1050 Ti 4 GB Video Card (04G-P4-6255-KR),https://m.media-amazon.com/images/I/41a5n29Ph5L.jpg,https://pcpartpicker.com/product/D44NnQ/evga-geforce-gtx-1050-ti-4gb-ssc-gaming-acx-30-video-card-04g-p4-6255-kr,GeForce,3,GTX 1050 Ti,4,6323,648,75,04G-P4-6255-KR,[]
EVGA FTW GAMING ACX 3.0 GeForce GTX 1050 Ti 4 GB Video Card (04G-P4-6258-KR),https://m.media-amazon.com/images/I/51ON2JLADML.jpg,https://pcpartpicker.com/product/yT7CmG/evga-geforce-gtx-1050-ti-4gb-ftw-gaming-acx-30-video-card-04g-p4-6258-kr,GeForce,3,GTX 1050 Ti,4,6323,648,75,04G-P4-6258-KR,[]
Gainward 426018336-3798 GeForce GTX 1060 3GB 3 GB Video Card (426018336-3798),https://images-eu.ssl-images-amazon.com/images/I/41pyTRtQQxL.jpg,https://pcpartpicker.com/product/9tprxr/gainward-geforce-gtx-1060-3gb-3gb-video-card-426018336-3798,GeForce,3,GTX 1060 3GB,3,9779,771,120,426018336-3798,[]
MSI GeForce GTX 1060 3G OCV1 GeForce GTX 1060 3GB 3 GB Video Card (GeForce GTX 1060 3G OCV1),https://cdna.pcpartpicker.com/static/forever/images/product/2ca06f70b3007735b17d006168f87be8.256p.jpg,https://pcpartpicker.com/product/YW98TW/msi-geforce-gtx-1060-3gb-3gb-ocv1-video-card-geforce-gtx-1060-3g-ocv1,GeForce,3,GTX 1060,3,9779,771,120,GeForce GTX 1060 3G OCV1,[]
Gigabyte WINDFORCE OC GeForce GTX 1060 3GB 3 GB Video Card (GV-N1060WF2OC-3GD),https://cdna.pcpartpicker.com/static/forever/images/product/84dc3209ba47a966d6cf8fdb305d59cc.256p.jpg,https://pcpartpicker.com/product/7bL7YJ/gigabyte-geforce-gtx-1060-3gb-windforce-oc-video-card-gv-n1060wf2oc-3gd,GeForce,3,GTX 1060 3GB,3,9779,771,120,GV-N1060WF2OC-3GD,[]
Asus DUAL GeForce GTX 1060 3GB 3 GB Video Card (DUAL-GTX1060-O3G),https://cdna.pcpartpicker.com/static/forever/images/product/e46e276ec17e7a6abbe70f3d25dd9204.256p.jpg,https://pcpartpicker.com/product/Kh38TW/asus-geforce-gtx-1060-3gb-dual-video-card-dual-gtx1060-o3g,GeForce,3,GTX 1060 3GB,3,9779,771,120,DUAL-GTX1060-O3G,[]
EVGA SC GAMING GeForce GTX 1060 3GB 3 GB Video Card (03G-P4-6162),https://cdna.pcpartpicker.com/static/forever/images/product/58d47483a3c820cdbae453c0730c722d.256p.jpg,https://pcpartpicker.com/product/pKX2FT/evga-geforce-gtx-1060-3gb-sc-gaming-video-card-03g-p4-6162,GeForce,3,GTX 1060 3GB,3,9779,771,120,03G-P4-6162,[]
Zotac MINI GeForce GTX 1060 3GB 3 GB Video Card (ZT-P10610A-10L),https://cdna.pcpartpicker.com/static/forever/images/product/e87f62118c6826992855e58dad2a8403.256p.jpg,https://pcpartpicker.com/product/Jt7CmG/zotac-geforce-gtx-1060-3gb-mini-video-card-zt-p10610a-10l,GeForce,3,GTX 1060 3GB,3,9779,771,120,ZT-P10610A-10L,[]
MSI GAMING X GeForce GTX 1060 3GB 3 GB Video Card (GTX 1060 GAMING X 3G),https://cdna.pcpartpicker.com/static/forever/images/product/f1e47ebeb63cc2d748ed235ecefd6a32.256p.jpg,https://pcpartpicker.com/product/W9cMnQ/msi-geforce-gtx-1060-3gb-gaming-x-3g-video-card-gtx-1060-gaming-x-3g,GeForce,3,GTX 1060 3GB,3,9779,771,120,GTX 1060 GAMING X 3G,[]
Gigabyte GAMING GeForce GTX 1060 3GB 3 GB Video Card (GV-N1060G1 GAMING-3GD),https://images-eu.ssl-images-amazon.com/images/I/51uS-a3apmL.jpg,https://pcpartpicker.com/product/D42rxr/gigabyte-geforce-gtx-1060-3gb-3gb-g1-gaming-video-card-gv-n1060g1-gaming-3gd,GeForce,3,GTX 1060 3GB,3,9779,771,120,GV-N1060G1 GAMING-3GD,[]
Asus Phoenix Fan GeForce GTX 1060 3GB 3 GB Video Card (PH-GTX1060-3G),https://cdna.pcpartpicker.com/static/forever/images/product/988a4fb783db288a8797de8390158f99.256p.jpg,https://pcpartpicker.com/product/Z37CmG/asus-geforce-gtx-1060-3gb-3gb-phoenix-fan-edition-video-card-ph-gtx1060-3g,GeForce,3,GTX 1060 3GB,3,9779,771,120,PH-GTX1060-3G,[]
MSI GT OC GeForce GTX 1060 3GB 3 GB Video Card (GeForce GTX 1060 3GT OC),https://m.media-amazon.com/images/I/41Qh1xuXOgL.jpg,https://pcpartpicker.com/product/4Np323/msi-geforce-gtx-1060-3gb-3gb-oc-video-card-geforce-gtx-1060-3gt-oc,GeForce,3,GTX 1060 3GB,3,9779,771,120,GeForce GTX 1060 3GT OC,[]
EVGA 03G-P4-6160-KR GeForce GTX 1060 3GB 3 GB Video Card (03G-P4-6160),https://cdna.pcpartpicker.com/static/forever/images/product/19b5b7081530d5d4c782f1cbe5181f8a.256p.jpg,https://pcpartpicker.com/product/HWtWGX/evga-geforce-gtx-1060-3gb-gaming-video-card-03g-p4-6160,GeForce,3,GTX 1060 3GB,3,9779,771,120,03G-P4-6160,[]
Gigabyte MINI ITX OC GeForce GTX 1060 3GB 3 GB Video Card (GV-N1060IXOC-3GD),https://m.media-amazon.com/images/I/31eLZTrc-CL.jpg,https://pcpartpicker.com/product/P8Crxr/gigabyte-geforce-gtx-1060-3gb-3gb-mini-itx-oc-video-card-gv-n1060ixoc-3gd,GeForce,3,GTX 1060 3GB,3,9779,771,120,GV-N1060IXOC-3GD,"[{""retailer"": ""IHSA Computertechnik"", ""price"": ""199"", ""url"": ""https://geizhals.de/redir/AgAAAAmcRvaQ2EZ8VGfRf7xvMnMcLpKnqO7oGIoewqoPP5JNybyjTTP_Mn1c3msPcTISz0AfZE7aA6Ugdn33lK4s7wkfJ_klwkilZxnZ-5cfM42eQst-GLJ-HpVm1ofEwPpe1-ORyE2ytrCDgixBwZ5geAkhzKzGxlu56pj0y-EKVk5LvAYMLmfpJGsKRfkF_6PhIHir-ztkXc0oHqX6nKeL0OFiy2Ocvn6aZpvBpB0QUa9zUjNBuv-DMbPvtWZ8pBlN2JJfy_uPPqOt2RKcPWWXUr6hRjfDv1jZr6jb8gMh3APrXvVOGim75pmJyTwvDFmEGg"", ""source"": ""geizhals""}]"
EVGA SSC GAMING GeForce GTX 1060 3GB 3 GB Video Card (03G-P4-6167-KR),https://cdna.pcpartpicker.com/static/forever/images/product/b7eb11fa3805d2c20d68dfa4f28637df.256p.jpg,https://pcpartpicker.com/product/ggZFf7/evga-geforce-gtx-1060-3gb-3gb-ssc-gaming-video-card-03g-p4-6167-kr,GeForce,3,GTX 1060 3GB,3,9779,771,120,03G-P4-6167-KR,[]
Zotac AMP GeForce GTX 1060 3GB 3 GB Video Card (ZT-P10610E-10M),https://cdna.pcpartpicker.com/static/forever/images/product/0ab90a5887488b67bfd8d8b2eac73d7e.256p.jpg,https://pcpartpicker.com/product/dK448d/zotac-geforce-gtx-1060-3gb-3gb-amp-edition-video-card-zt-p10610e-10m,GeForce,3,GTX 1060 3GB,3,9779,771,120,ZT-P10610E-10M,[]
EVGA FTW+ GAMING GeForce GTX 1060 3GB 3 GB Video Card (03G-P4-6367),https://cdna.pcpartpicker.com/static/forever/images/product/56947c12c4443f9eeb6833c0f8c535ca.256p.jpg,https://pcpartpicker.com/product/qHGj4D/evga-geforce-gtx-1060-3gb-ftw-gaming-video-card-03g-p4-6367,GeForce,3,GTX 1060 3GB,3,9779,771,120,03G-P4-6367,[]
PNY VCGGTX10603PB GeForce GTX 1060 3GB 3 GB Video Card (VCGGTX10603PB),https://cdna.pcpartpicker.com/static/forever/images/product/b8f443cb0cd6e0c8d3c9ec58229baaca.256p.jpg,https://pcpartpicker.com/product/n9RFf7/pny-geforce-gtx-1060-3gb-3gb-video-card-vcggtx10603pb,GeForce,3,GTX 1060 3GB,3,9779,771,120,VCGGTX10603PB,[]
Palit Dual GeForce GTX 1060 3GB 3 GB Video Card (NE51060015F9-1061D),https://m.media-amazon.com/images/I/41nefjC0QeL.jpg,https://pcpartpicker.com/product/svM48d/palit-geforce-gtx-1060-3gb-3-gb-dual-video-card-ne51060015f9-1061d,GeForce,3,GTX 1060 3GB,3,9779,771,120,NE51060015F9-1061D,[]
MSI GAMING GeForce GTX 1060 3GB 3 GB Video Card (GeForce GTX 1060 GAMING 3G),https://m.media-amazon.com/images/I/41NXXi4n2IL.jpg,https://pcpartpicker.com/product/64gPxr/msi-geforce-gtx-1060-3gb-3gb-gaming-video-card-geforce-gtx-1060-gaming-3g,GeForce,3,GTX 1060 3GB,3,9779,771,120,GeForce GTX 1060 GAMING 3G,[]
MSI ARMOR OCV1 GeForce GTX 1060 3GB 3 GB Video Card (GeForce GTX 1060 ARMOR 3G OCV1),https://m.media-amazon.com/images/I/51gAjHu3NmL.jpg,https://pcpartpicker.com/product/zZQRsY/msi-geforce-gtx-1060-3gb-3gb-armor-ocv1-video-card-geforce-gtx-1060-armor-3g-ocv1,GeForce,3,GTX 1060 3GB,3,9779,771,120,GeForce GTX 1060 ARMOR 3G OCV1,[]
MSI ARMOR GeForce GTX 1060 3GB 3 GB Video Card (GeForce GTX 1060 ARMOR 3G V1),https://m.media-amazon.com/images/I/519nJgnpT7L.jpg,https://pcpartpicker.com/product/BrGj4D/msi-geforce-gtx-1060-3gb-3gb-armor-v1-video-card-geforce-gtx-1060-armor-3g-v1,GeForce,3,GTX 1060 3GB,3,9779,771,120,GeForce GTX 1060 ARMOR 3G V1,[]
MSI AERO ITX OC GeForce GTX 1060 3GB 3 GB Video Card (GTX 1060 AERO ITX 3G OC),https://m.media-amazon.com/images/I/41tHh2g9yAL.jpg,https://pcpartpicker.com/product/kxKhP6/msi-geforce-gtx-1060-3gb-3gb-video-card-gtx-1060-aero-itx-3g-oc,GeForce,3,GTX 1060 3GB,3,9779,771,120,GTX 1060 AERO ITX 3G OC,[]
GALAX 60NNH7DSL9C3 GeForce GTX 1060 3GB 3 GB Video Card (60NNH7DSL9C3),https://images-eu.ssl-images-amazon.com/images/I/414DqHkLjGL.jpg,https://pcpartpicker.com/product/Yz2rxr/galax-geforce-gtx-1060-3gb-3gb-video-card-60nnh7dsl9c3,GeForce,3,GTX 1060 3GB,3,9779,771,120,60NNH7DSL9C3,[]
EVGA SSC GAMING GeForce GTX 1060 3GB 3 GB Video Card (03G-P4-6263),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/t34NnQ/evga-geforce-gtx-1060-3gb-ssc-gaming-video-card-03g-p4-6263,GeForce,3,GTX 1060 3GB,3,9779,771,120,03G-P4-6263,[]
KFA2 OC GeForce GTX 1060 3GB 3 GB Video Card (60NNH7DSL9CK),https://m.media-amazon.com/images/I/417msH23jVL.jpg,https://pcpartpicker.com/product/yV4Ycf/kfa2-geforce-gtx-1060-3gb-3-gb-oc-video-card-60nnh7dsl9ck,GeForce,3,GTX 1060 3GB,3,9779,771,120,60NNH7DSL9CK,[]
EVGA FTW GAMING GeForce GTX 1060 3GB 3 GB Video Card (03G-P4-6267),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/gn648d/evga-geforce-gtx-1060-3gb-ftw-gaming-video-card-03g-p4-6267,GeForce,3,GTX 1060 3GB,3,9779,771,120,03G-P4-6267,[]
Gainward 426018336-3712 GeForce GTX 1060 6GB 6 GB Video Card (426018336-3712),https://cdna.pcpartpicker.com/static/forever/images/product/1fdd383675c6c3d2ee5fb4f111d81e5e.256p.jpg,https://pcpartpicker.com/product/29cMnQ/gainward-geforce-gtx-1060-6gb-video-card-426018336-3712,GeForce,6,GTX 1060 6GB,6,10083,748,120,426018336-3712,[]
Gainward Phoenix GeForce GTX 1060 6GB 6 GB Video Card (426018336-3729),https://cdna.pcpartpicker.com/static/forever/images/product/18b51a5a826636b7ca1c223bf95ed16f.256p.jpg,https://pcpartpicker.com/product/bXkwrH/gainward-geforce-gtx-1060-6gb-phoenix-video-card-426018336-3729,GeForce,6,GTX 1060 6GB,6,10083,748,120,426018336-3729,[]
Gainward Phoenix GS GeForce GTX 1060 6GB 6 GB Video Card (426018336-3736),https://cdna.pcpartpicker.com/static/forever/images/product/05fbf85d29d62c6b7e294a6fb12ac15a.256p.jpg,https://pcpartpicker.com/product/WDZ2FT/gainward-geforce-gtx-1060-6gb-phoenix-gs-video-card-426018336-3736,GeForce,6,GTX 1060 6GB,6,10083,748,120,426018336-3736,[]
Gainward Ghost GeForce RTX 4060 Ti 8 GB Video Card (NE6406T019P1-1060B),https://cdna.pcpartpicker.com/static/forever/images/product/322b23fc8db5f2a8a7e9731ebe35095c.256p.jpg,https://pcpartpicker.com/product/Q89wrH/gainward-ghost-geforce-rtx-4060-ti-8-gb-video-card-ne6406t019p1-1060b,GeForce,3,RTX 4060 Ti,8,22726,1077,160,NE6406T019P1-1060B,[]
Gainward Pegasus GeForce RTX 4060 Ti 8 GB Video Card (NE6406T019P1-1060E),https://m.media-amazon.com/images/I/51gp9hkwSZL.jpg,https://pcpartpicker.com/product/qKXV3C/gainward-pegasus-geforce-rtx-4060-ti-8-gb-video-card-ne6406t019p1-1060e,GeForce,3,RTX 4060 Ti,8,22726,1077,160,NE6406T019P1-1060E,[]
