name,product_code,brand,image,url,socket,size,ram_slots,ram_type,offers
MSI PRO B650-P WIFI ATX AM5 Motherboard (PRO B650-P WIFI),PRO B650-P WIFI,MSI,https://cdna.pcpartpicker.com/static/forever/images/product/b381dd1cf368e92388a8bfc64866fcc5.256p.jpg,https://pcpartpicker.com/product/CFzhP6/msi-pro-b650-p-wifi-atx-am5-motherboard-pro-b650-p-wifi,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 256GB (UDIMM)",DDR5,"[{""retailer"": ""computeruniverse.net"", ""price"": ""151"", ""url"": ""https://www.gputracker.eu/si-click/8/3639892/msi-pro-b650-s-wifi-atx-mainboard-am5-dphdmibt""}, {""retailer"": ""reichelt.de"", ""price"": ""157"", ""url"": ""https://www.gputracker.eu/si-click/8/2705331/msi-7e26-003r-msi-pro-b650-s-wifi-am5""}, {""retailer"": ""pskmegastore.com"", ""price"": ""162"", ""url"": ""https://www.gputracker.eu/si-click/8/2858228/msi-pro-b650-s-wifi-carte-mere-amd-b650-emplacemen""}, {""retailer"": ""powerlab.fr"", ""price"": ""174"", ""url"": ""https://www.gputracker.eu/si-click/8/2730541/msi-pro-b650-s-wifi""}, {""retailer"": ""infomaxparis.com"", ""price"": ""174"", ""url"": ""https://www.gputracker.eu/si-click/8/2713855/msi-pro-b650-s-wifi""}, {""retailer"": ""ldlc.com"", ""price"": ""175"", ""url"": ""https://www.gputracker.eu/si-click/8/2599077/msi-pro-b650-s-wifi""}, {""retailer"": ""computeruniverse.net"", ""price"": ""176"", ""url"": ""https://www.gputracker.eu/si-click/8/3639950/msi-pro-b650m-a-wifi-matx-mainboard-sockel-am5-hdm""}, {""retailer"": ""powerlab.fr"", ""price"": ""180"", ""url"": ""https://www.gputracker.eu/si-click/8/2900362/msi-pro-b650m-a-wifi""}, {""retailer"": ""pskmegastore.com"", ""price"": ""181"", ""url"": ""https://www.gputracker.eu/si-click/8/2858094/msi-pro-b650m-a-wifi-amd-b650-emplacement-am5-micr""}, {""retailer"": ""reichelt.de"", ""price"": ""187"", ""url"": ""https://www.gputracker.eu/si-click/8/2002388/msi-7d77-001r-msi-pro-b650m-a-wifi-am5""}]"
ASRock B650M Pro RS WiFi Micro ATX AM5 Motherboard (B650M Pro RS WiFi),B650M Pro RS WiFi,ASRock,https://cdna.pcpartpicker.com/static/forever/images/product/d7893755609db1feb833c99ad9d243bf.256p.jpg,https://pcpartpicker.com/product/qcbRsY/asrock-b650m-pro-rs-wifi-micro-atx-am5-motherboard-b650m-pro-rs-wifi,AM5,MicroATX,"4x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 256GB (UDIMM)",DDR5,"[{""retailer"": ""reichelt.de"", ""price"": ""140"", ""url"": ""https://www.gputracker.eu/si-click/8/3115444/asr-90mxblp0-asrock-b650m-pro-rs-am5""}, {""retailer"": ""pskmegastore.com"", ""price"": ""140"", ""url"": ""https://www.gputracker.eu/si-click/8/3113434/asrock-b650m-pro-rs-amd-b650-emplacement-am5-micro""}, {""retailer"": ""computeruniverse.net"", ""price"": ""142"", ""url"": ""https://www.gputracker.eu/si-click/8/3639890/asrock-b650m-pro-rs-am5-matx-mainboard-m-2hdmidpus""}, {""retailer"": ""ldlc.com"", ""price"": ""175"", ""url"": ""https://www.gputracker.eu/si-click/8/2401032/asrock-b650m-pro-rs""}]"
MSI PRO B650M-A WIFI Micro ATX AM5 Motherboard (PRO B650M-A WIFI),PRO B650M-A WIFI,MSI,https://cdna.pcpartpicker.com/static/forever/images/product/a7ffc5ab34c099836bb0ff9f9dfcab6d.256p.jpg,https://pcpartpicker.com/product/cRQcCJ/msi-pro-b650m-a-wifi-micro-atx-am5-motherboard-pro-b650m-a-wifi,AM5,MicroATX,"4x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 256GB (UDIMM)",DDR5,"[{""retailer"": ""computeruniverse.net"", ""price"": ""176"", ""url"": ""https://www.gputracker.eu/si-click/8/3639950/msi-pro-b650m-a-wifi-matx-mainboard-sockel-am5-hdm""}, {""retailer"": ""powerlab.fr"", ""price"": ""180"", ""url"": ""https://www.gputracker.eu/si-click/8/2900362/msi-pro-b650m-a-wifi""}, {""retailer"": ""pskmegastore.com"", ""price"": ""181"", ""url"": ""https://www.gputracker.eu/si-click/8/2858094/msi-pro-b650m-a-wifi-amd-b650-emplacement-am5-micr""}, {""retailer"": ""reichelt.de"", ""price"": ""187"", ""url"": ""https://www.gputracker.eu/si-click/8/2002388/msi-7d77-001r-msi-pro-b650m-a-wifi-am5""}]"
MSI MAG X670E TOMAHAWK WIFI ATX AM5 Motherboard (MAG X670E TOMAHAWK WIFI),MAG X670E TOMAHAWK WIFI,MSI,https://cdna.pcpartpicker.com/static/forever/images/product/c4516e2f81a19d4c9045028a3bae013b.256p.jpg,https://pcpartpicker.com/product/bGfxFT/msi-mag-x670e-tomahawk-wifi-atx-am5-motherboard-mag-x670e-tomahawk-wifi,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 256GB (UDIMM)",DDR5,"[{""retailer"": ""computeruniverse.net"", ""price"": ""263"", ""url"": ""https://www.gputracker.eu/si-click/8/3640097/msi-mag-x670e-tomahawk-wifi-atx-mainboard-sockel-a""}, {""retailer"": ""pskmegastore.com"", ""price"": ""270"", ""url"": ""https://www.gputracker.eu/si-click/8/2858225/msi-mag-x670e-tomahawk-wifi-carte-mere-amd-x670-em""}, {""retailer"": ""ldlc.com"", ""price"": ""320"", ""url"": ""https://www.gputracker.eu/si-click/8/2308972/msi-mag-x670e-tomahawk-wifi""}]"
Asus ROG STRIX B650-A GAMING WIFI ATX AM5 Motherboard (ROG STRIX B650-A GAMING WIFI),ROG STRIX B650-A GAMING WIFI,Asus,https://m.media-amazon.com/images/I/51W9XJLDRlL.jpg,https://pcpartpicker.com/product/Gjt9TW/asus-rog-strix-b650-a-gaming-wifi-atx-am5-motherboard-rog-strix-b650-a-gaming-wifi,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (ECC+Non-ECC), max. 192GB (UDIMM)",DDR5,"[{""retailer"": ""computeruniverse.net"", ""price"": ""212"", ""url"": ""https://www.gputracker.eu/si-click/8/3640034/asus-rog-strix-b650-a-gaming-wifi-atx-mainboard-so""}, {""retailer"": ""computeruniverse.net"", ""price"": ""220"", ""url"": ""https://www.gputracker.eu/si-click/8/3640037/asus-rog-strix-b650e-f-gaming-wifi-atx-mainboard-s""}, {""retailer"": ""computeruniverse.net"", ""price"": ""249"", ""url"": ""https://www.gputracker.eu/si-click/8/3640076/asus-rog-strix-b650e-i-gaming-wifi-itx-mainboard-s""}, {""retailer"": ""pskmegastore.com"", ""price"": ""254"", ""url"": ""https://www.gputracker.eu/si-click/8/2858211/asus-rog-strix-b650-a-gaming-wifi-amd-b650-emplace""}, {""retailer"": ""ldlc.com"", ""price"": ""260"", ""url"": ""https://www.gputracker.eu/si-click/8/1841374/asus-rog-strix-b650-a-gaming-wifi""}, {""retailer"": ""pskmegastore.com"", ""price"": ""279"", ""url"": ""https://www.gputracker.eu/si-click/8/2905975/asus-rog-strix-b650e-f-gaming-wifi-amd-b650-emplac""}, {""retailer"": ""computeruniverse.net"", ""price"": ""281"", ""url"": ""https://www.gputracker.eu/si-click/8/3640132/asus-rog-strix-b650e-e-gaming-wifi-atx-mainboard-s""}, {""retailer"": ""pskmegastore.com"", ""price"": ""282"", ""url"": ""https://www.gputracker.eu/si-click/8/2858208/asus-rog-strix-b650e-i-gaming-wifi-amd-b650-emplac""}, {""retailer"": ""pskmegastore.com"", ""price"": ""319"", ""url"": ""https://www.gputracker.eu/si-click/8/2932765/asus-rog-strix-b650e-e-gaming-wifi-amd-b650-emplac""}, {""retailer"": ""ldlc.com"", ""price"": ""340"", ""url"": ""https://www.gputracker.eu/si-click/8/1841379/asus-rog-strix-b650e-i-gaming-wifi""}]"
Asus ROG STRIX X670E-E GAMING WIFI ATX AM5 Motherboard (ROG STRIX X670E-E GAMING WIFI),ROG STRIX X670E-E GAMING WIFI,Asus,https://m.media-amazon.com/images/I/41sPRYUb+wL.jpg,https://pcpartpicker.com/product/bGrRsY/asus-rog-strix-x670e-e-gaming-wifi-atx-am5-motherboard-rog-strix-x670e-e-gaming-wifi,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (ECC+Non-ECC), max. 192GB (UDIMM)",DDR5,"[{""retailer"": ""computeruniverse.net"", ""price"": ""337"", ""url"": ""https://www.gputracker.eu/si-click/8/3640149/asus-rog-strix-x670e-f-gaming-wifi-atx-mainboard-s""}, {""retailer"": ""pskmegastore.com"", ""price"": ""399"", ""url"": ""https://www.gputracker.eu/si-click/8/2858224/asus-rog-strix-x670e-f-gaming-wifi-amd-x670-emplac""}, {""retailer"": ""computeruniverse.net"", ""price"": ""407"", ""url"": ""https://www.gputracker.eu/si-click/8/3640169/asus-rog-strix-x670e-i-gaming-wifi-itx-mainboard-s""}, {""retailer"": ""ldlc.com"", ""price"": ""470"", ""url"": ""https://www.gputracker.eu/si-click/8/1812325/asus-rog-strix-x670e-i-gaming-wifi""}, {""retailer"": ""pskmegastore.com"", ""price"": ""538"", ""url"": ""https://www.gputracker.eu/si-click/8/2858217/asus-rog-strix-x670e-i-gaming-wifi-amd-x670-emplac""}]"
MSI MPG B650 EDGE WIFI ATX AM5 Motherboard (MPG B650 EDGE WIFI),MPG B650 EDGE WIFI,MSI,https://cdna.pcpartpicker.com/static/forever/images/product/80d11763562e9606ea6b8d00094d45fa.256p.jpg,https://pcpartpicker.com/product/wkFbt6/msi-mpg-b650-edge-wifi-atx-am5-motherboard-mpg-b650-edge-wifi,AM5,ATX,"2x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 128GB (UDIMM)",DDR5,"[{""retailer"": ""pskmegastore.com"", ""price"": ""246"", ""url"": ""https://www.gputracker.eu/si-click/8/2941512/msi-mpg-b650i-edge-wifi-carte-mere-amd-b650-emplac""}, {""retailer"": ""reichelt.de"", ""price"": ""253"", ""url"": ""https://www.gputracker.eu/si-click/8/2002391/msi-7d73-001r-msi-mpg-b650i-edge-wifi-am5""}, {""retailer"": ""computeruniverse.net"", ""price"": ""253"", ""url"": ""https://www.gputracker.eu/si-click/8/3640077/msi-mpg-b650-edge-wifi-atx-mainboard-sockel-am5-hd""}, {""retailer"": ""reichelt.de"", ""price"": ""260"", ""url"": ""https://www.gputracker.eu/si-click/8/2002393/msi-7e10-001r-msi-mpg-b650-edge-wifi-am5""}, {""retailer"": ""ldlc.com"", ""price"": ""280"", ""url"": ""https://www.gputracker.eu/si-click/8/1841377/msi-mpg-b650-edge-wifi""}, {""retailer"": ""ldlc.com"", ""price"": ""290"", ""url"": ""https://www.gputracker.eu/si-click/8/1841371/msi-mpg-b650i-edge-wifi""}, {""retailer"": ""infomaxparis.com"", ""price"": ""290"", ""url"": ""https://www.gputracker.eu/si-click/8/2734258/msi-mpg-b650-edge-wifi""}, {""retailer"": ""powerlab.fr"", ""price"": ""300"", ""url"": ""https://www.gputracker.eu/si-click/8/2932043/msi-mpg-b650-edge-wifi""}]"
MSI B650 GAMING PLUS WIFI ATX AM5 Motherboard (B650 GAMING PLUS WIFI),B650 GAMING PLUS WIFI,MSI,https://cdna.pcpartpicker.com/static/forever/images/product/ca980d24c4cc99996e802092f9590bcf.256p.jpg,https://pcpartpicker.com/product/szfxFT/msi-b650-gaming-plus-wifi-atx-am5-motherboard-b650-gaming-plus-wifi,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 256GB (UDIMM)",DDR5,"[{""retailer"": ""computeruniverse.net"", ""price"": ""162"", ""url"": ""https://www.gputracker.eu/si-click/8/3639920/msi-b650m-gaming-plus-wifi-mainboard-sockel-am5-ma""}, {""retailer"": ""computeruniverse.net"", ""price"": ""169"", ""url"": ""https://www.gputracker.eu/si-click/8/3639943/msi-b650-gaming-plus-wifi-mainboard-sockel-am5-atx""}, {""retailer"": ""reichelt.de"", ""price"": ""173"", ""url"": ""https://www.gputracker.eu/si-click/8/3174727/msi-7e24-001r-msi-b650m-gaming-plus-wifi-am5""}, {""retailer"": ""reichelt.de"", ""price"": ""180"", ""url"": ""https://www.gputracker.eu/si-click/8/2582358/msi-7e26-001r-msi-b650-gaming-plus-wifi-am5""}, {""retailer"": ""pskmegastore.com"", ""price"": ""183"", ""url"": ""https://www.gputracker.eu/si-click/8/2858114/msi-b650-gaming-plus-wifi-carte-mere-amd-b650-empl""}, {""retailer"": ""infomaxparis.com"", ""price"": ""190"", ""url"": ""https://www.gputracker.eu/si-click/8/2995864/msi-b650-gaming-plus-wifi""}, {""retailer"": ""powerlab.fr"", ""price"": ""216"", ""url"": ""https://www.gputracker.eu/si-click/8/2996100/msi-b650-gaming-plus-wifi""}]"
Asus TUF GAMING B650-PLUS WIFI ATX AM5 Motherboard (TUF GAMING B650-PLUS WIFI),TUF GAMING B650-PLUS WIFI,Asus,https://cdna.pcpartpicker.com/static/forever/images/product/d9e08ab3fe18574bdc4f01dcfecce0ea.256p.jpg,https://pcpartpicker.com/product/Pz2WGX/asus-tuf-gaming-b650-plus-wifi-atx-am5-motherboard-tuf-gaming-b650-plus-wifi,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (ECC+Non-ECC), max. 192GB (UDIMM)",DDR5,"[{""retailer"": ""pskmegastore.com"", ""price"": ""155"", ""url"": ""https://www.gputracker.eu/si-click/8/2858145/asus-tuf-gaming-b650m-plus-wifi-amd-b650-emplaceme""}, {""retailer"": ""computeruniverse.net"", ""price"": ""167"", ""url"": ""https://www.gputracker.eu/si-click/8/3639936/asus-tuf-gaming-b650m-plus-matx-mainboard-sockel-a""}, {""retailer"": ""pskmegastore.com"", ""price"": ""178"", ""url"": ""https://www.gputracker.eu/si-click/8/2858112/asus-tuf-gaming-b650-plus-wifi-amd-b650-emplacemen""}, {""retailer"": ""pskmegastore.com"", ""price"": ""190"", ""url"": ""https://www.gputracker.eu/si-click/8/2858104/asus-tuf-gaming-b650-plus-amd-b650-emplacement-am5""}, {""retailer"": ""ldlc.com"", ""price"": ""190"", ""url"": ""https://www.gputracker.eu/si-click/8/1841367/asus-tuf-gaming-b650-plus""}, {""retailer"": ""pskmegastore.com"", ""price"": ""198"", ""url"": ""https://www.gputracker.eu/si-click/8/2858105/asus-tuf-gaming-b650m-plus-amd-b650-emplacement-am""}, {""retailer"": ""ldlc.com"", ""price"": ""210"", ""url"": ""https://www.gputracker.eu/si-click/8/1841364/asus-tuf-gaming-b650m-plus""}, {""retailer"": ""ldlc.com"", ""price"": ""236"", ""url"": ""https://www.gputracker.eu/si-click/8/1841368/asus-tuf-gaming-b650m-plus-wifi""}]"
MSI MAG B650M MORTAR WIFI Micro ATX AM5 Motherboard (MAG B650M MORTAR WIFI),MAG B650M MORTAR WIFI,MSI,https://cdna.pcpartpicker.com/static/forever/images/product/d47024624729bbe5fca24a6ee1a3a010.256p.jpg,https://pcpartpicker.com/product/GncG3C/msi-mag-b650m-mortar-wifi-micro-atx-am5-motherboard-mag-b650m-mortar-wifi,AM5,MicroATX,"4x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 256GB (UDIMM)",DDR5,"[{""retailer"": ""computeruniverse.net"", ""price"": ""198"", ""url"": ""https://www.gputracker.eu/si-click/8/3639996/msi-mag-b650m-mortar-wifi-matx-mainboard-sockel-am""}, {""retailer"": ""pskmegastore.com"", ""price"": ""205"", ""url"": ""https://www.gputracker.eu/si-click/8/2858090/msi-mag-b650m-mortar-wifi-amd-b650-emplacement-am5""}, {""retailer"": ""reichelt.de"", ""price"": ""215"", ""url"": ""https://www.gputracker.eu/si-click/8/2002390/msi-7d76-001r-msi-mag-b650m-mortar-wifi-am5""}]"
Gigabyte B650M AORUS ELITE AX Micro ATX AM5 Motherboard (B650M AORUS ELITE AX),B650M AORUS ELITE AX,Gigabyte,https://cdna.pcpartpicker.com/static/forever/images/product/642855fc353779efbac612d0a46e54d0.256p.jpg,https://pcpartpicker.com/product/fFzhP6/gigabyte-b650m-aorus-elite-ax-micro-atx-am5-motherboard-b650m-aorus-elite-ax,AM5,MicroATX,"4x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 256GB (UDIMM)",DDR5,"[{""retailer"": ""computeruniverse.net"", ""price"": ""180"", ""url"": ""https://www.gputracker.eu/si-click/8/3639958/gigabyte-b650m-aorus-elite-ax-ice-matx-mainboard-s""}, {""retailer"": ""ldlc.com"", ""price"": ""220"", ""url"": ""https://www.gputracker.eu/si-click/8/2799742/gigabyte-b650m-aorus-elite-ax-ice""}, {""retailer"": ""pskmegastore.com"", ""price"": ""237"", ""url"": ""https://www.gputracker.eu/si-click/8/2916886/gigabyte-b650m-aorus-elite-ax-ice-carte-mere-amd-b""}]"
MSI MPG X670E CARBON WIFI ATX AM5 Motherboard (MPG X670E CARBON WIFI),MPG X670E CARBON WIFI,MSI,https://cdna.pcpartpicker.com/static/forever/images/product/99e70e655229a0978dd3c4e2d7afcaa0.256p.jpg,https://pcpartpicker.com/product/rmbTwP/msi-mpg-x670e-carbon-wifi-atx-am5-motherboard-mpg-x670e-carbon-wifi,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 256GB (UDIMM)",DDR5,"[{""retailer"": ""pskmegastore.com"", ""price"": ""397"", ""url"": ""https://www.gputracker.eu/si-click/8/2915594/msi-mpg-x670e-carbon-wifi-carte-mere-amd-x670-empl""}, {""retailer"": ""computeruniverse.net"", ""price"": ""403"", ""url"": ""https://www.gputracker.eu/si-click/8/3640170/msi-mpg-x670e-carbon-wifi-atx-mainboard-sockel-am5""}, {""retailer"": ""ldlc.com"", ""price"": ""550"", ""url"": ""https://www.gputracker.eu/si-click/8/1812329/msi-mpg-x670e-carbon-wifi""}]"
Asus PRIME X670E-PRO WIFI ATX AM5 Motherboard (PRIME X670E-PRO WIFI),PRIME X670E-PRO WIFI,Asus,https://m.media-amazon.com/images/I/51xxqOCTV1L.jpg,https://pcpartpicker.com/product/7nYmP6/asus-prime-x670e-pro-wifi-atx-am5-motherboard-prime-x670e-pro-wifi,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (ECC+Non-ECC), max. 192GB (UDIMM)",DDR5,"[{""retailer"": ""pskmegastore.com"", ""price"": ""364"", ""url"": ""https://www.gputracker.eu/si-click/8/2858220/asus-prime-x670e-pro-wifi-amd-x670-emplacement-am5""}]"
Asus ROG STRIX X670E-A GAMING WIFI ATX AM5 Motherboard (ROG STRIX X670E-A GAMING WIFI),ROG STRIX X670E-A GAMING WIFI,Asus,https://cdna.pcpartpicker.com/static/forever/images/product/79d3e1321b69d90d179d741c40b1fde1.256p.jpg,https://pcpartpicker.com/product/rPRYcf/asus-rog-strix-x670e-a-gaming-wifi-atx-am5-motherboard-rog-strix-x670e-a-gaming-wifi,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (ECC+Non-ECC), max. 192GB (UDIMM)",DDR5,"[{""retailer"": ""computeruniverse.net"", ""price"": ""337"", ""url"": ""https://www.gputracker.eu/si-click/8/3640149/asus-rog-strix-x670e-f-gaming-wifi-atx-mainboard-s""}, {""retailer"": ""pskmegastore.com"", ""price"": ""399"", ""url"": ""https://www.gputracker.eu/si-click/8/2858224/asus-rog-strix-x670e-f-gaming-wifi-amd-x670-emplac""}, {""retailer"": ""computeruniverse.net"", ""price"": ""407"", ""url"": ""https://www.gputracker.eu/si-click/8/3640169/asus-rog-strix-x670e-i-gaming-wifi-itx-mainboard-s""}, {""retailer"": ""ldlc.com"", ""price"": ""470"", ""url"": ""https://www.gputracker.eu/si-click/8/1812325/asus-rog-strix-x670e-i-gaming-wifi""}, {""retailer"": ""pskmegastore.com"", ""price"": ""538"", ""url"": ""https://www.gputracker.eu/si-click/8/2858217/asus-rog-strix-x670e-i-gaming-wifi-amd-x670-emplac""}]"
Asus ProArt X670E-CREATOR WIFI ATX AM5 Motherboard (ProArt X670E-CREATOR WIFI),ProArt X670E-CREATOR WIFI,Asus,https://cdna.pcpartpicker.com/static/forever/images/product/37fcaa6002284b90a44830672869067d.256p.jpg,https://pcpartpicker.com/product/mR2WGX/asus-proart-x670e-creator-wifi-atx-am5-motherboard-proart-x670e-creator-wifi,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (ECC+Non-ECC), max. 192GB (UDIMM)",DDR5,"[{""retailer"": ""computeruniverse.net"", ""price"": ""450"", ""url"": ""https://www.gputracker.eu/si-click/8/3640183/asus-proart-x670e-creator-wifi-atx-mainboard-socke""}, {""retailer"": ""pskmegastore.com"", ""price"": ""474"", ""url"": ""https://www.gputracker.eu/si-click/8/2858255/asus-proart-x670e-creator-wifi-amd-x670-emplacemen""}]"
Asus PRIME B650-PLUS ATX AM5 Motherboard (PRIME B650-PLUS),PRIME B650-PLUS,Asus,https://m.media-amazon.com/images/I/61VkOu7iXdL.jpg,https://pcpartpicker.com/product/nGKKHx/asus-prime-b650-plus-atx-am5-motherboard-prime-b650-plus,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (ECC+Non-ECC), max. 192GB (UDIMM)",DDR5,"[{""retailer"": ""pskmegastore.com"", ""price"": ""132"", ""url"": ""https://www.gputracker.eu/si-click/8/3039945/asus-prime-b650-plus-amd-b650-emplacement-am5-atx""}, {""retailer"": ""computeruniverse.net"", ""price"": ""151"", ""url"": ""https://www.gputracker.eu/si-click/8/3639923/asus-prime-b650-plus-atx-mainboard-sockel-am5-m-2u""}, {""retailer"": ""pskmegastore.com"", ""price"": ""241"", ""url"": ""https://www.gputracker.eu/si-click/8/3688849/mb-asus-prime-b650-plus-wifi-b650-am5-4xddr5dc-640""}]"
MSI PRO B650M-P Micro ATX AM5 Motherboard (PRO B650M-P),PRO B650M-P,MSI,https://cdna.pcpartpicker.com/static/forever/images/product/f03f1d667284f39b3eaf208a50cdbb68.256p.jpg,https://pcpartpicker.com/product/LdHqqs/msi-pro-b650m-p-micro-atx-am5-motherboard-pro-b650m-p,AM5,MicroATX,"4x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 256GB (UDIMM)",DDR5,"[{""retailer"": ""pskmegastore.com"", ""price"": ""110"", ""url"": ""https://www.gputracker.eu/si-click/8/2947122/msi-pro-b650m-b-carte-mere-amd-b650-emplacement-am""}, {""retailer"": ""pskmegastore.com"", ""price"": ""136"", ""url"": ""https://www.gputracker.eu/si-click/8/2857988/msi-pro-b650m-p-carte-mere-amd-b650-emplacement-am""}, {""retailer"": ""pskmegastore.com"", ""price"": ""181"", ""url"": ""https://www.gputracker.eu/si-click/8/2858094/msi-pro-b650m-a-wifi-amd-b650-emplacement-am5-micr""}, {""retailer"": ""pskmegastore.com"", ""price"": ""224"", ""url"": ""https://www.gputracker.eu/si-click/8/2974751/msi-b650m-project-zero-carte-mere-amd-b650-emplace""}]"
ASRock B650M Pro RS Micro ATX AM5 Motherboard (B650M Pro RS),B650M Pro RS,ASRock,https://cdna.pcpartpicker.com/static/forever/images/product/4dc751a89c74d335cae25cbc50b4c67e.256p.jpg,https://pcpartpicker.com/product/FcbRsY/asrock-b650m-pro-rs-micro-atx-am5-motherboard-b650m-pro-rs,AM5,MicroATX,"4x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 256GB (UDIMM)",DDR5,"[{""retailer"": ""reichelt.de"", ""price"": ""140"", ""url"": ""https://www.gputracker.eu/si-click/8/3115444/asr-90mxblp0-asrock-b650m-pro-rs-am5""}, {""retailer"": ""pskmegastore.com"", ""price"": ""140"", ""url"": ""https://www.gputracker.eu/si-click/8/3113434/asrock-b650m-pro-rs-amd-b650-emplacement-am5-micro""}, {""retailer"": ""computeruniverse.net"", ""price"": ""142"", ""url"": ""https://www.gputracker.eu/si-click/8/3639890/asrock-b650m-pro-rs-am5-matx-mainboard-m-2hdmidpus""}, {""retailer"": ""ldlc.com"", ""price"": ""175"", ""url"": ""https://www.gputracker.eu/si-click/8/2401032/asrock-b650m-pro-rs""}]"
MSI PRO A620M-E Micro ATX AM5 Motherboard (PRO A620M-E),PRO A620M-E,MSI,https://cdna.pcpartpicker.com/static/forever/images/product/34c7498342efbe846f61fdb593687e7e.256p.jpg,https://pcpartpicker.com/product/NL26Mp/msi-pro-a620m-e-micro-atx-am5-motherboard-pro-a620m-e,AM5,MicroATX,"2x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 128GB (UDIMM)",DDR5,"[{""retailer"": ""pskmegastore.com"", ""price"": ""93"", ""url"": ""https://www.gputracker.eu/si-click/8/3688757/msi-pro-a620m-b-carte-mere-amd-a620-emplacement-am""}]"
Asus ROG STRIX X670E-F GAMING WIFI ATX AM5 Motherboard (ROG STRIX X670E-F GAMING WIFI),ROG STRIX X670E-F GAMING WIFI,Asus,https://m.media-amazon.com/images/I/51GZ1fS9N7L.jpg,https://pcpartpicker.com/product/2Z6p99/asus-rog-strix-x670e-f-gaming-wifi-atx-am5-motherboard-rog-strix-x670e-f-gaming-wifi,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (ECC+Non-ECC), max. 192GB (UDIMM)",DDR5,"[{""retailer"": ""computeruniverse.net"", ""price"": ""337"", ""url"": ""https://www.gputracker.eu/si-click/8/3640149/asus-rog-strix-x670e-f-gaming-wifi-atx-mainboard-s""}, {""retailer"": ""pskmegastore.com"", ""price"": ""399"", ""url"": ""https://www.gputracker.eu/si-click/8/2858224/asus-rog-strix-x670e-f-gaming-wifi-amd-x670-emplac""}, {""retailer"": ""computeruniverse.net"", ""price"": ""407"", ""url"": ""https://www.gputracker.eu/si-click/8/3640169/asus-rog-strix-x670e-i-gaming-wifi-itx-mainboard-s""}, {""retailer"": ""ldlc.com"", ""price"": ""470"", ""url"": ""https://www.gputracker.eu/si-click/8/1812325/asus-rog-strix-x670e-i-gaming-wifi""}, {""retailer"": ""pskmegastore.com"", ""price"": ""538"", ""url"": ""https://www.gputracker.eu/si-click/8/2858217/asus-rog-strix-x670e-i-gaming-wifi-amd-x670-emplac""}]"
ASRock B650M PG RIPTIDE Micro ATX AM5 Motherboard (B650M PG RIPTIDE),B650M PG RIPTIDE,ASRock,https://cdna.pcpartpicker.com/static/forever/images/product/35e87e8f9716f19c0b94ec1ab5d53b52.256p.jpg,https://pcpartpicker.com/product/n8nypg/asrock-b650m-pg-riptide-micro-atx-am5-motherboard-b650m-pg-riptide,AM5,MicroATX,"4x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 256GB (UDIMM)",DDR5,"[{""retailer"": ""pskmegastore.com"", ""price"": ""159"", ""url"": ""https://www.gputracker.eu/si-click/8/2858079/asrock-b650m-pg-riptide-amd-b650-emplacement-am5-m""}, {""retailer"": ""ldlc.com"", ""price"": ""200"", ""url"": ""https://www.gputracker.eu/si-click/8/1841359/asrock-b650m-pg-riptide""}]"
Gigabyte B650 AORUS PRO AX ATX AM5 Motherboard (B650 AORUS PRO AX),B650 AORUS PRO AX,Gigabyte,https://cdna.pcpartpicker.com/static/forever/images/product/6acd2774192249907129ce16f47594d6.256p.jpg,https://pcpartpicker.com/product/6qcG3C/gigabyte-b650-aorus-pro-ax-atx-am5-motherboard-b650-aorus-pro-ax,AM5,ATX,"4x DDR5 DIMM, Dual Channel, UDIMM (Non-ECC), max. 256GB (UDIMM)",DDR5,"[{""retailer"": ""pskmegastore.com"", ""price"": ""289"", ""url"": ""https://www.gputracker.eu/si-click/8/3688882/gigabyte-b650e-aorus-stealth-ice-prend-en-charge-l""}]"
